Source,Destination,Capacity
127,24,45
125,100,24
105,42,12
42,102,29
0,105,37
147,38,32
73,89,9
67,15,7
145,114,9
37,23,30
32,57,50
75,135,3
126,100,22
45,112,11
56,121,14
9,46,14
29,24,31
88,110,3
129,111,42
80,69,17
57,122,16
15,125,15
121,143,28
81,70,12
127,37,45
128,2,22
141,121,39
133,117,10
31,69,12
145,91,9
2,42,22
3,7,34
109,25,15
21,141,13
107,64,9
86,41,49
59,24,21
64,102,2
16,62,13
89,46,1
96,91,49
28,36,35
142,58,36
47,49,27
148,101,5
40,10,11
58,64,27
50,60,9
15,102,11
26,111,38
27,76,40
59,145,33
133,94,19
44,16,4
17,148,27
50,96,39
137,64,50
83,93,8
29,122,37
109,2,43
8,99,39
54,66,22
94,102,37
114,80,32
39,86,29
78,14,43
24,43,39
43,56,40
96,68,32
34,93,21
59,37,36
65,80,31
2,140,41
3,105,25
9,36,39
109,123,4
120,132,43
140,110,24
86,139,5
92,70,22
69,86,19
7,111,16
66,17,4
131,146,31
24,20,28
83,106,4
35,29,16
48,148,26
25,101,19
78,27,47
119,28,36
90,1,40
131,2,47
36,30,19
117,104,24
88,77,44
34,106,31
74,142,44
40,0,44
147,126,40
132,83,50
37,111,16
143,12,22
80,72,41
18,97,15
39,40,41
70,144,40
30,71,14
105,22,30
31,36,15
91,87,27
75,79,21
106,66,40
23,68,9
105,107,25
10,98,1
75,115,20
108,112,6
34,83,25
53,96,38
93,132,28
119,41,5
46,57,26
64,105,12
76,79,4
120,122,43
73,10,9
91,64,50
137,31,35
28,124,24
108,4,49
8,66,38
94,69,33
40,98,24
20,40,47
93,24,45
104,119,31
9,147,11
95,70,30
127,102,15
100,5,24
105,120,17
65,47,9
124,133,18
36,20,40
9,3,38
139,112,13
26,55,22
100,41,11
140,77,8
24,131,24
110,54,32
82,72,4
1,147,42
47,114,15
12,13,31
23,22,28
82,108,21
43,0,41
75,69,3
143,87,3
96,12,49
87,43,17
4,45,29
24,23,30
64,59,5
35,32,32
135,119,8
47,6,39
93,122,36
140,54,46
85,118,49
23,143,36
97,92,1
98,57,12
77,34,42
68,65,12
69,30,3
15,59,21
80,39,45
18,64,36
65,145,15
30,38,25
89,124,36
98,93,11
42,49,37
83,50,22
114,37,10
146,106,18
31,39,49
84,51,34
115,118,3
128,57,28
25,81,43
53,63,34
108,115,4
54,144,34
128,93,6
15,36,22
133,28,21
70,88,13
102,40,48
94,36,13
0,29,20
20,7,10
60,43,26
146,83,38
91,67,33
137,34,6
104,86,34
83,63,30
103,41,2
114,50,8
112,126,3
45,36,32
62,125,24
128,70,9
39,141,9
133,5,10
37,68,45
42,3,5
134,86,39
26,58,14
113,63,38
133,41,47
24,134,36
145,15,10
16,130,37
90,79,35
83,40,19
28,104,13
75,36,3
72,30,18
44,48,26
58,132,14
64,26,3
116,73,19
108,69,34
0,127,23
139,56,46
86,50,36
132,17,36
137,132,19
138,97,27
49,19,48
7,22,44
26,35,9
4,133,8
24,111,33
40,55,50
46,135,18
112,80,27
64,3,12
61,114,50
62,79,36
7,143,34
41,56,49
127,59,22
80,127,31
34,17,18
125,135,46
30,126,32
37,22,7
42,137,11
2,64,17
103,116,42
15,3,4
121,21,22
12,114,45
18,8,46
138,110,33
110,11,9
55,75,30
88,109,10
37,143,29
111,92,13
145,5,32
16,120,44
123,66,39
28,94,39
29,59,27
124,31,9
94,39,5
61,91,44
18,129,36
58,122,36
104,89,16
117,28,3
61,127,20
22,19,25
54,88,33
129,2,30
114,102,24
140,11,46
86,40,1
31,104,42
89,45,18
87,121,14
67,63,1
12,127,40
107,99,5
72,141,22
45,124,9
65,102,27
56,133,12
131,47,50
77,76,21
102,20,13
29,36,44
121,119,2
132,128,1
111,105,10
98,135,21
101,140,35
108,36,21
87,13,30
0,94,47
74,43,34
85,52,19
30,116,39
144,138,16
37,12,13
117,41,20
54,101,44
94,137,42
122,119,29
26,2,43
126,89,28
132,20,15
4,100,2
71,10,19
63,6,8
117,126,19
34,128,40
140,109,38
146,40,34
119,86,49
49,107,20
83,20,19
124,21,48
29,49,24
14,149,42
15,114,27
21,45,37
135,30,15
40,58,34
6,65,7
83,105,48
60,121,22
139,36,37
31,94,48
138,77,13
55,42,6
142,47,38
1,71,45
7,2,25
134,43,49
34,105,49
147,125,29
139,121,41
79,27,3
36,65,15
76,101,29
69,62,17
15,91,38
100,86,34
60,13,37
78,147,33
144,92,24
69,98,40
82,117,30
32,36,2
24,32,22
21,143,42
95,92,10
142,24,13
41,121,43
47,15,22
13,59,35
72,108,41
119,40,9
117,116,4
22,107,10
142,60,27
29,3,14
68,74,41
140,99,34
132,95,41
143,24,31
18,109,20
19,74,31
144,105,9
108,39,6
103,73,24
122,86,39
128,17,6
94,104,16
67,7,3
11,106,29
86,20,7
126,56,16
78,16,43
118,52,50
64,81,2
43,58,32
143,145,20
95,105,28
127,137,5
88,66,46
146,7,46
46,69,48
3,107,23
49,74,50
68,87,29
61,84,22
74,23,31
93,36,22
106,55,15
146,128,47
112,135,42
32,26,7
24,22,27
123,144,49
29,137,35
35,31,41
126,69,42
4,80,44
119,30,16
70,25,25
65,59,21
146,20,13
70,110,26
36,117,4
110,66,15
15,94,36
135,10,48
62,26,9
121,112,50
19,64,28
133,86,28
79,115,6
30,73,3
131,125,17
130,17,19
29,114,19
33,84,21
126,46,32
70,2,32
10,100,23
22,74,15
28,5,44
134,23,22
140,66,9
92,26,1
112,4,33
56,103,26
49,64,11
59,114,48
145,37,35
101,110,25
0,64,50
74,13,21
40,100,17
5,142,17
13,3,47
84,63,6
29,127,21
135,108,29
96,37,26
134,0,10
34,62,24
147,82,37
99,42,28
119,20,11
105,122,15
51,114,30
56,80,21
3,74,2
9,5,41
74,134,22
86,108,9
91,43,20
28,103,38
1,149,11
122,30,47
93,3,12
119,141,44
58,131,15
9,126,46
77,144,49
28,139,24
75,71,14
60,91,24
107,23,42
124,112,33
116,108,17
117,73,32
22,64,46
80,5,36
121,43,45
100,20,16
23,145,48
58,23,19
42,15,42
142,102,14
47,93,14
26,70,44
18,66,7
59,104,21
30,40,37
31,5,4
63,74,44
103,30,14
60,68,15
33,51,22
107,0,21
131,128,48
24,2,34
84,53,26
143,102,11
21,113,10
127,94,49
120,55,43
11,148,27
119,10,43
65,39,22
138,109,33
58,0,21
2,99,46
76,48,45
13,114,39
86,98,13
63,51,32
137,0,43
83,29,2
29,58,34
88,144,20
134,111,4
54,2,41
122,20,33
17,120,26
34,29,14
19,129,31
104,124,50
54,123,17
66,97,46
13,91,5
46,39,45
132,42,10
38,35,28
59,58,26
89,80,28
7,47,8
47,83,42
113,65,42
13,127,5
59,94,47
146,62,11
5,86,12
16,132,10
112,69,39
63,64,42
9,93,13
49,129,2
75,38,36
95,16,7
87,12,32
58,134,37
34,42,20
147,62,25
20,107,29
11,138,15
37,47,17
137,134,42
130,95,37
103,141,40
87,133,20
107,111,19
4,135,39
91,23,30
35,122,13
102,32,27
122,10,50
114,6,32
100,108,43
140,144,45
106,2,9
46,137,35
44,27,24
58,111,9
54,77,47
128,26,35
133,141,38
45,28,28
37,24,39
57,2,33
43,67,28
114,127,46
20,120,31
132,32,2
44,148,47
98,39,13
91,0,40
82,31,22
8,2,35
94,5,13
92,81,44
77,101,29
50,84,7
103,10,31
18,131,13
124,69,45
117,30,46
94,126,48
27,136,3
122,108,4
114,104,16
120,35,15
60,133,38
13,58,48
132,9,36
4,89,20
30,141,26
43,80,11
36,41,3
59,61,2
146,29,37
45,126,33
56,135,38
83,9,1
102,22,35
122,0,19
40,47,47
112,72,48
44,17,41
42,93,13
2,20,37
110,111,6
135,55,43
102,107,43
128,16,38
18,144,43
93,58,11
39,87,29
91,134,9
51,61,48
138,66,23
103,108,16
94,139,22
121,13,23
66,77,13
47,63,35
134,68,34
128,137,36
53,143,17
99,110,50
45,139,20
3,142,6
104,45,25
26,125,14
133,108,44
93,35,39
83,107,29
149,52,29
128,29,14
74,58,43
114,94,9
67,19,41
51,74,4
24,57,16
64,93,39
136,118,35
101,11,45
87,113,49
25,138,43
5,43,43
65,94,50
91,3,48
58,55,2
117,141,11
61,60,37
135,9,5
120,146,33
127,5,7
78,149,17
58,91,33
98,127,14
50,87,31
124,36,19
42,83,27
61,96,41
122,75,47
0,86,32
12,60,47
86,9,4
30,108,4
4,56,1
31,73,29
124,121,7
21,145,21
13,61,1
99,64,1
64,106,50
34,120,47
6,21,43
111,74,23
112,39,27
49,99,26
50,64,11
101,109,19
7,102,19
80,86,11
54,34,35
0,63,42
74,12,19
144,107,42
90,136,22
2,23,31
75,93,35
35,20,5
40,135,50
114,84,26
1,27,5
60,113,2
6,142,36
24,47,37
55,34,16
127,139,6
93,146,12
99,77,25
139,113,47
65,84,9
2,144,28
131,29,39
9,40,45
123,25,24
89,112,48
14,118,20
18,88,7
19,53,39
2,0,42
83,74,2
94,83,38
106,57,13
12,50,44
13,15,6
4,46,35
23,59,1
97,8,40
104,133,48
41,113,40
87,80,10
134,12,1
106,93,50
44,118,28
58,22,13
3,86,1
117,108,15
24,145,38
98,94,48
30,39,6
36,119,30
55,132,32
61,63,38
93,15,31
31,40,27
35,10,5
21,112,8
114,74,29
57,34,43
68,43,14
109,81,48
139,103,31
5,23,34
131,19,16
77,48,4
142,114,2
47,105,1
81,18,32
133,65,42
39,21,38
71,90,33
63,86,4
23,13,21
110,81,1
83,64,11
29,93,36
134,146,24
66,11,29
52,76,11
13,5,32
4,36,43
62,126,16
134,2,28
25,95,13
139,80,24
100,9,37
5,0,12
111,18,47
17,11,33
57,47,8
117,98,31
15,50,41
140,81,2
132,77,11
79,71,19
89,115,32
55,122,11
122,32,31
5,121,19
106,24,23
85,1,10
31,30,1
72,31,2
77,146,12
29,106,11
143,91,36
35,0,15
136,52,31
41,80,32
127,83,6
73,112,24
39,119,9
44,85,6
68,33,5
127,119,37
66,109,9
86,87,33
92,18,49
107,146,22
0,20,45
13,139,32
5,98,49
23,3,10
9,105,21
36,122,32
102,67,20
143,68,16
94,63,13
114,41,27
5,134,48
107,2,16
33,53,46
112,117,41
58,146,13
65,5,50
10,69,27
76,14,14
135,100,31
81,129,18
120,57,11
65,41,3
35,98,3
87,145,24
67,87,17
27,14,45
137,2,37
40,69,41
119,133,9
112,94,25
96,6,41
80,141,9
74,67,8
145,127,40
38,1,1
3,43,31
114,139,5
18,22,19
4,124,24
59,60,45
89,82,5
91,12,29
142,94,6
1,118,22
7,49,27
88,123,47
19,23,45
146,64,37
6,53,24
111,106,17
137,15,18
49,131,8
28,108,17
75,40,34
95,18,14
92,129,37
44,52,29
145,104,14
37,13,29
3,20,15
62,106,18
108,73,19
127,86,35
60,145,49
32,83,33
37,49,39
138,101,32
49,23,15
53,142,14
99,109,40
30,9,17
111,83,41
17,76,26
121,133,41
92,106,28
104,80,18
10,36,9
127,63,6
89,36,41
15,7,46
106,125,38
86,67,17
132,34,28
126,103,14
98,41,19
144,8,11
56,124,38
89,72,25
84,143,23
22,131,24
55,79,16
142,84,34
40,36,44
140,123,39
146,54,4
119,100,13
57,125,29
131,74,31
123,70,4
75,30,2
80,108,27
127,40,23
113,142,18
79,149,12
144,129,4
64,20,50
37,3,12
105,58,2
54,92,23
95,93,38
19,134,47
85,79,8
126,80,38
31,108,46
103,133,12
82,10,42
142,61,17
134,57,1
59,63,10
46,93,27
38,89,26
57,102,40
9,62,4
22,144,44
82,46,37
15,105,19
94,20,16
113,119,17
144,106,38
105,35,9
49,134,35
42,95,44
135,57,21
0,98,14
34,11,29
18,146,47
19,111,37
74,47,2
73,82,13
114,83,28
102,145,19
35,55,39
95,106,36
18,2,48
10,147,47
56,114,21
90,27,47
36,56,18
9,39,45
21,13,15
45,141,45
5,68,29
86,142,6
131,64,28
49,111,5
69,89,26
80,98,21
18,123,33
74,24,36
145,84,3
63,131,20
43,36,46
13,50,12
119,31,5
64,95,19
138,81,6
89,39,40
130,77,17
96,84,46
74,145,49
25,140,13
5,45,4
38,79,34
112,28,36
56,127,16
58,57,49
77,70,43
22,134,47
50,53,38
143,15,4
7,91,31
41,4,48
121,113,48
132,122,13
145,61,18
137,57,38
83,86,43
48,128,38
73,72,46
74,37,35
32,40,33
137,93,43
84,87,9
75,118,48
103,100,45
1,52,1
106,105,24
100,31,19
56,104,36
57,69,24
3,98,43
9,29,40
29,7,30
115,10,36
120,125,27
146,34,41
6,23,1
18,77,20
112,41,23
105,2,21
42,62,41
115,46,27
62,40,30
134,145,14
127,20,37
39,56,1
83,99,47
109,8,22
149,44,12
94,108,24
114,86,7
59,7,11
45,72,21
119,21,2
70,16,21
2,110,42
96,74,48
47,32,5
134,37,11
34,99,6
128,106,10
45,108,42
132,76,18
65,86,9
2,146,25
58,47,34
98,83,2
50,43,20
68,91,4
69,56,13
143,5,5
129,107,34
101,88,6
109,129,34
98,119,35
145,51,29
137,47,29
146,132,5
6,121,9
104,135,49
24,26,35
124,113,13
36,0,13
96,51,27
47,9,5
128,83,43
34,76,11
93,125,41
65,63,9
38,46,17
56,94,31
97,95,19
58,24,25
108,141,46
66,144,40
6,13,7
78,118,11
39,10,14
137,24,35
0,55,15
114,40,23
92,138,19
32,7,14
58,145,26
104,112,23
21,114,6
93,102,2
37,58,32
124,126,11
57,36,22
126,135,26
32,128,2
104,4,20
123,17,34
50,33,11
36,98,46
42,29,43
102,43,1
47,107,10
0,32,8
23,15,7
29,95,9
75,62,7
32,20,33
72,56,5
124,103,50
130,34,27
2,77,50
62,128,41
20,131,44
25,97,8
46,40,50
32,105,22
138,123,25
117,100,41
86,112,32
99,131,21
11,18,13
125,40,35
89,117,40
9,94,32
62,20,9
54,16,24
95,17,5
20,23,33
12,19,24
77,148,38
50,131,31
43,6,9
130,11,43
21,104,49
62,105,29
135,89,31
39,121,3
31,117,26
145,139,48
137,135,43
57,26,16
116,112,37
3,55,14
15,29,6
113,43,1
126,125,41
133,21,8
78,85,16
24,114,32
71,46,39
91,24,27
114,7,41
71,82,44
31,9,31
123,92,34
75,52,32
40,94,25
114,43,48
81,95,40
34,20,1
64,42,25
57,3,35
116,89,3
3,32,23
76,16,46
93,105,35
32,95,31
37,61,27
43,104,2
77,17,5
35,100,40
142,83,24
113,56,9
17,88,9
91,37,10
143,47,21
121,145,21
114,20,50
100,122,40
5,113,28
111,131,1
105,57,48
143,83,42
136,44,12
0,120,17
137,125,23
66,101,49
126,115,25
4,126,18
42,9,33
102,23,29
99,134,2
119,112,14
58,102,35
63,68,28
143,60,13
147,30,44
125,128,16
64,32,22
50,134,26
137,102,45
83,131,44
3,22,30
108,75,9
149,76,14
86,56,13
78,52,40
70,48,43
36,55,7
15,32,26
102,0,36
47,64,8
34,131,27
99,111,35
5,67,35
119,89,25
3,143,46
77,92,29
83,23,6
100,112,37
141,113,9
6,68,28
145,83,18
90,147,45
10,38,23
56,5,4
42,107,1
2,34,22
127,65,31
74,59,32
139,39,20
132,0,50
130,76,20
122,135,34
14,44,22
142,50,30
87,114,21
114,131,35
107,92,20
4,116,46
101,48,45
102,13,18
100,89,33
105,24,38
143,50,34
21,61,1
87,6,36
71,147,31
145,96,18
2,47,34
102,134,29
122,112,14
121,4,36
140,17,20
67,33,50
126,82,15
98,20,15
95,131,5
28,41,9
142,63,29
87,127,9
88,92,17
40,15,5
112,40,28
97,140,47
58,69,29
104,36,49
50,65,16
75,9,2
116,10,27
15,107,33
140,138,31
33,12,9
25,8,43
137,69,14
102,111,36
22,2,22
128,20,7
0,100,30
60,114,39
93,62,23
11,109,8
106,81,15
59,6,29
137,105,29
43,61,21
130,66,31
103,112,50
35,57,46
124,135,32
147,118,1
72,124,10
63,12,10
36,58,2
102,3,48
120,137,43
26,93,44
60,6,1
3,146,29
110,92,37
101,123,17
135,36,1
136,1,34
8,81,26
133,112,1
20,55,37
139,6,5
145,86,26
3,2,16
103,89,18
35,34,6
60,127,40
67,23,11
36,35,31
28,31,10
40,5,47
100,56,32
5,47,28
6,12,5
119,69,11
112,30,9
21,28,33
62,29,33
26,106,28
79,118,49
39,45,37
31,41,20
145,63,40
48,130,40
60,104,49
86,13,41
32,42,17
64,74,27
16,34,9
75,120,50
96,63,45
41,127,34
87,94,23
128,95,37
139,104,37
146,0,6
46,62,6
119,46,29
123,16,27
69,45,12
15,74,49
21,5,19
26,83,33
104,39,32
137,36,39
82,100,14
125,98,39
23,50,5
142,7,8
41,104,9
134,3,16
4,73,8
105,125,47
77,26,35
109,95,49
127,143,3
139,117,16
100,46,34
46,75,20
133,43,42
58,49,49
15,87,6
7,83,9
67,134,9
125,75,44
84,43,3
102,91,18
122,69,30
114,65,24
66,25,18
107,26,11
99,22,34
112,141,3
119,0,39
23,63,33
105,102,30
147,98,11
99,58,49
45,87,3
69,35,29
42,18,20
140,95,35
78,120,25
91,59,46
137,26,21
83,55,27
62,32,14
102,68,17
0,57,36
74,6,10
146,111,19
92,140,44
32,9,1
29,120,19
41,94,8
87,61,39
147,75,3
58,3,32
116,124,39
77,16,2
148,76,32
80,21,14
85,136,46
126,137,49
112,10,6
125,29,9
97,110,11
0,34,45
5,112,29
30,56,36
145,43,27
9,119,1
82,103,40
81,107,8
60,84,50
6,113,18
34,32,1
44,76,44
45,41,8
104,127,31
24,18,33
136,79,39
128,75,21
134,6,35
111,22,35
7,50,23
70,106,14
68,145,18
134,127,26
54,18,5
0,47,12
80,119,2
58,137,23
87,51,26
107,29,41
99,25,7
49,24,43
12,142,25
32,120,11
83,22,31
28,86,2
101,70,7
0,24,34
99,146,1
119,124,1
58,114,18
83,58,46
115,90,48
81,97,14
87,28,27
39,100,5
137,114,34
127,100,39
26,17,19
13,84,44
46,32,17
132,35,20
59,51,1
86,68,9
126,104,13
98,42,17
90,38,31
102,12,36
18,49,28
133,36,19
146,55,39
59,87,45
125,32,19
57,126,48
29,64,12
75,31,15
122,26,15
135,45,10
87,5,49
60,51,19
100,124,45
113,143,50
53,12,21
112,98,16
128,42,18
23,105,50
3,47,13
43,83,23
55,57,16
114,143,5
67,68,2
18,26,39
125,9,24
98,55,24
71,38,25
35,115,46
36,80,35
55,93,26
48,54,3
94,21,14
134,94,34
60,28,8
65,143,48
38,126,17
15,142,22
31,86,10
3,24,6
128,55,41
74,84,11
11,144,15
86,58,2
31,122,12
98,32,6
84,134,38
130,101,48
102,2,32
87,139,28
60,5,28
91,29,42
3,145,28
28,89,44
61,86,32
135,35,22
60,41,48
113,133,22
30,98,20
90,149,26
91,114,26
94,119,2
139,41,36
39,103,50
13,51,27
4,82,6
89,40,29
47,43,34
88,81,34
100,55,35
57,93,18
91,6,30
3,122,8
63,24,21
83,2,9
41,5,34
26,105,49
67,143,48
46,120,27
52,14,29
70,148,26
124,39,39
69,103,12
128,9,37
37,7,9
2,49,15
35,46,22
60,139,19
78,44,31
119,45,21
36,47,8
142,65,48
146,35,42
5,59,5
56,141,24
63,37,37
50,67,19
129,131,5
121,127,12
127,21,6
71,126,29
144,110,22
10,30,6
82,135,19
6,145,33
31,89,23
51,67,45
24,50,42
43,63,14
89,30,22
75,132,27
95,110,7
127,142,4
147,120,40
72,126,36
57,83,39
131,32,14
28,56,32
143,6,49
15,86,30
48,34,19
121,104,12
26,95,5
113,100,46
6,37,11
70,138,8
98,120,37
82,112,30
94,86,17
114,64,34
20,57,20
11,88,26
94,122,2
72,103,12
45,86,41
119,35,11
9,20,8
48,11,33
3,125,43
59,142,18
79,120,18
85,14,11
91,94,27
110,107,26
40,128,40
53,67,27
108,119,30
47,23,28
107,74,19
112,9,43
51,142,47
97,109,20
104,5,17
69,47,39
121,94,41
89,141,16
103,45,33
0,69,18
40,105,28
20,47,27
12,43,15
85,27,43
31,56,16
52,79,24
84,68,3
29,132,7
115,135,32
136,78,32
5,3,24
92,8,33
58,15,32
9,10,31
120,106,35
139,119,32
146,15,36
86,113,48
59,96,47
133,45,10
50,47,37
35,147,15
36,112,34
101,92,19
54,17,11
100,133,47
63,102,32
91,84,8
143,94,40
95,54,19
114,67,35
126,41,38
124,117,19
16,26,46
47,13,28
132,57,50
65,67,2
97,99,13
49,59,47
123,8,46
109,110,26
42,20,22
13,142,19
98,100,46
30,45,20
36,125,8
9,108,19
47,134,8
23,42,14
24,7,9
50,145,9
10,72,20
124,94,8
135,103,3
87,63,37
25,88,45
46,31,9
57,40,50
58,5,28
3,69,28
9,0,48
15,43,18
125,31,4
50,37,18
35,137,7
137,5,15
36,102,36
47,111,27
94,43,1
106,17,13
91,74,13
29,99,32
69,135,30
40,108,14
60,86,4
107,18,49
126,31,15
118,27,17
65,21,3
2,81,3
62,132,7
54,128,33
122,146,13
15,20,12
34,70,21
73,141,44
26,29,4
18,25,10
78,76,37
130,123,27
149,136,24
61,23,8
102,24,48
39,4,50
30,35,45
9,98,2
84,12,36
80,121,3
60,63,19
12,23,48
42,131,45
2,58,11
117,45,7
45,56,22
119,5,47
98,31,16
3,59,25
77,8,11
109,77,26
69,4,26
55,69,38
26,42,42
53,145,11
65,119,48
89,98,3
76,128,48
83,24,6
55,105,31
102,37,27
96,143,49
48,66,39
0,26,38
92,109,16
69,125,47
61,121,27
95,34,48
81,99,3
53,37,15
49,3,6
22,49,40
62,122,40
108,89,14
20,125,24
121,28,18
66,92,2
59,53,46
32,99,12
91,5,5
42,0,25
110,18,5
28,65,37
7,42,24
134,83,45
0,3,47
146,57,50
119,103,12
125,34,34
38,115,1
83,37,34
143,51,42
15,131,42
95,11,23
26,140,28
127,43,19
106,20,28
113,145,34
4,9,43
88,8,45
120,40,22
140,18,15
86,47,12
36,46,6
101,26,46
34,122,1
126,119,6
79,44,47
64,144,27
75,10,28
47,91,12
141,104,38
33,13,25
46,132,24
72,4,19
58,106,17
144,109,38
50,102,31
115,82,8
80,124,2
74,50,19
125,132,11
86,24,41
37,19,33
23,84,29
137,106,49
3,26,33
122,126,16
15,0,21
52,147,45
59,43,29
56,117,17
63,13,43
110,8,36
29,20,38
40,29,29
100,80,44
146,47,21
41,30,24
19,91,50
93,40,42
39,69,25
30,100,16
56,9,14
42,111,6
51,43,7
137,83,21
102,125,32
108,56,29
0,114,32
139,43,3
11,123,21
67,24,39
13,53,18
35,71,14
101,16,37
1,78,15
106,131,23
147,132,34
99,92,43
100,57,44
146,24,1
45,121,19
112,31,45
9,55,45
49,91,46
94,13,7
61,65,30
40,42,43
113,112,17
46,122,42
38,118,44
98,132,11
144,99,39
124,41,32
82,124,28
2,15,31
15,134,8
8,95,19
128,11,50
20,69,48
12,65,41
83,125,3
95,99,4
47,22,36
67,37,20
113,4,36
45,98,17
64,111,36
63,3,19
142,67,49
134,63,33
129,97,43
120,128,39
99,105,10
5,61,21
97,144,13
131,57,43
3,137,30
104,40,4
55,147,30
108,10,6
127,23,32
26,120,50
20,46,35
79,132,27
11,77,41
23,51,30
83,102,17
84,67,15
108,46,25
75,98,37
103,80,36
74,53,6
13,43,14
10,117,11
16,48,32
130,70,38
124,139,6
147,122,28
6,3,36
37,107,10
29,23,31
129,110,41
148,123,28
59,131,34
70,140,42
98,122,34
90,118,18
91,83,48
127,36,50
66,26,20
39,72,39
126,40,38
23,64,27
137,86,35
89,9,30
115,147,40
36,3,38
142,21,27
25,110,25
79,1,40
5,15,31
57,62,28
36,39,27
69,36,21
128,122,31
134,53,26
147,135,4
18,70,10
58,63,21
3,127,25
104,30,4
