Source,Destination,Capacity
101,63,18
1,125,30
48,57,47
148,144,3
100,104,88
39,8,29
64,181,78
158,45,70
76,155,4
182,173,47
29,80,39
189,32,35
60,67,23
187,108,85
39,93,96
44,59,54
159,46,62
105,75,49
10,66,8
91,140,37
127,93,79
148,36,69
86,61,77
152,6,38
84,137,72
36,60,91
134,74,48
72,162,23
118,129,72
111,90,89
17,83,17
163,137,71
147,192,36
148,157,33
106,11,39
166,62,88
167,27,35
45,1,47
55,194,28
121,176,3
0,115,68
34,28,17
90,188,72
78,34,18
2,75,34
184,52,8
83,149,88
55,50,62
101,17,71
160,103,13
55,86,71
101,53,79
182,127,17
129,121,57
53,162,3
99,129,59
186,17,59
43,197,14
41,44,33
44,49,4
51,57,39
83,126,15
28,190,87
22,30,78
109,35,17
114,113,32
11,137,76
86,51,84
172,54,26
32,80,6
123,198,46
1,92,56
107,110,44
71,44,31
114,5,39
81,57,28
66,194,37
70,164,71
116,51,64
127,60,43
94,112,32
74,54,15
19,118,76
173,176,82
5,183,48
39,96,5
177,146,21
3,30,22
94,148,16
162,23,37
59,47,26
99,83,24
158,169,37
185,6,92
56,121,87
94,4,12
154,55,1
92,80,54
152,94,32
105,19,77
143,45,48
189,12,12
88,195,31
173,153,77
20,60,93
93,44,57
11,91,80
36,184,51
82,151,61
146,172,41
153,31,81
127,158,7
5,52,74
119,74,21
112,35,53
171,121,58
68,108,68
160,191,42
18,107,99
179,61,97
31,46,49
103,71,78
161,192,28
67,5,36
85,53,14
169,52,19
96,68,36
190,111,53
198,51,82
58,77,64
162,134,79
175,189,86
1,36,3
60,122,64
146,162,54
4,78,28
158,136,93
50,194,32
65,57,49
90,1,65
62,168,68
176,190,82
139,122,81
39,184,96
78,112,99
104,21,59
130,159,40
110,64,5
61,59,64
1,157,97
121,110,95
13,168,5
132,119,13
19,62,7
179,51,8
24,177,33
16,173,26
41,86,78
172,11,62
158,113,64
16,29,37
127,125,73
151,73,12
192,111,63
57,66,89
50,27,84
54,177,1
20,184,94
194,71,87
133,61,12
198,41,77
144,70,63
71,86,100
191,2,84
32,14,21
63,118,79
51,27,97
29,125,88
52,108,88
172,24,98
190,78,37
136,107,43
28,16,30
183,39,37
68,52,49
195,13,39
100,41,36
113,60,19
98,80,86
43,144,50
16,127,54
62,14,65
113,96,35
134,155,82
168,31,34
194,169,7
25,68,12
99,17,69
24,23,27
2,84,100
8,164,74
1,39,57
128,80,85
134,11,37
175,12,6
20,138,17
92,14,77
133,51,62
31,3,57
17,105,19
164,38,38
56,176,11
63,72,97
55,131,13
28,114,55
96,169,6
47,127,83
146,106,40
112,113,48
96,25,99
1,16,31
187,143,28
53,63,76
152,185,57
11,146,84
31,124,94
105,110,8
56,68,15
3,62,89
60,187,21
26,45,16
52,183,71
144,37,35
136,182,58
181,104,87
167,26,18
56,189,43
17,118,54
57,154,1
63,85,25
178,35,11
112,90,70
28,127,81
29,92,4
69,128,100
131,103,20
163,172,42
195,124,1
145,123,93
90,187,48
57,10,12
2,74,22
171,32,42
94,157,73
160,102,31
139,79,41
38,33,49
97,82,50
189,165,10
133,41,80
45,157,50
79,70,43
100,93,14
71,66,71
186,16,75
109,178,45
29,69,7
102,53,7
154,100,3
194,136,3
86,194,79
92,125,43
10,55,73
76,0,75
113,184,96
129,12,79
165,194,94
29,190,12
122,152,52
161,80,84
166,195,26
186,173,83
23,146,96
84,162,93
164,5,14
23,2,31
163,162,11
116,50,75
93,66,51
116,86,70
136,64,99
114,125,83
148,38,64
152,8,18
75,170,22
101,42,2
34,138,32
181,71,86
25,169,83
93,187,5
99,118,88
76,134,48
143,44,37
169,182,60
140,155,13
113,138,62
97,193,98
105,54,77
168,73,8
125,148,30
85,75,35
193,166,45
4,87,27
32,69,47
78,36,7
138,87,29
131,191,83
96,90,91
167,150,3
72,141,58
174,9,15
105,175,97
170,155,13
2,162,2
68,107,22
25,182,68
41,10,58
139,167,30
33,6,8
32,190,55
78,157,10
62,69,31
108,36,58
47,169,58
28,192,20
140,24,29
53,105,9
44,136,3
184,67,26
71,10,92
35,87,72
36,52,17
108,157,6
73,199,63
194,116,47
198,86,91
184,188,56
71,131,14
170,24,48
83,105,94
62,82,61
100,194,82
63,163,52
9,192,44
157,90,40
190,87,88
28,25,76
113,20,52
93,154,1
158,171,90
45,114,24
119,63,64
193,12,37
105,165,29
171,110,81
63,19,64
194,93,10
67,138,81
100,86,64
179,50,93
112,60,91
82,117,89
110,99,99
127,39,4
19,97,77
179,86,58
83,118,95
28,182,71
157,67,59
189,99,61
78,39,97
71,0,6
96,93,64
182,96,49
157,188,44
163,119,58
116,7,12
129,126,48
39,52,36
108,39,98
153,190,32
169,18,40
161,14,66
66,42,76
126,56,81
158,125,75
78,16,17
184,34,75
150,41,53
73,166,73
153,46,73
25,126,73
17,42,51
62,193,63
149,161,99
54,189,96
15,81,2
27,55,50
187,44,49
1,182,93
168,30,32
5,152,30
104,131,83
43,35,46
16,18,36
69,173,63
106,91,16
67,20,90
107,56,70
187,165,66
44,116,82
57,55,79
176,192,42
168,151,88
133,50,69
38,78,11
78,114,36
35,152,95
110,66,54
197,70,23
80,159,82
112,148,96
152,184,98
64,71,19
136,96,88
47,18,82
134,23,94
120,88,87
165,10,2
31,159,23
112,4,67
23,155,48
98,69,68
49,64,33
120,124,63
181,103,89
78,127,39
190,188,52
22,195,83
101,110,75
182,184,16
60,78,39
165,131,37
13,3,81
167,61,29
4,34,80
32,16,63
158,92,80
177,105,54
184,1,60
62,124,37
99,42,49
108,127,64
28,18,36
14,83,76
13,124,35
51,150,11
90,78,54
110,56,45
142,125,38
47,116,99
48,81,36
54,12,64
181,116,2
19,54,12
119,141,14
3,195,61
105,99,60
164,148,33
69,176,82
82,195,97
81,150,14
175,14,54
19,175,64
31,149,40
38,45,88
57,58,23
130,128,38
101,64,12
114,183,39
45,169,89
24,146,23
171,165,52
63,74,31
183,139,67
41,55,50
140,177,64
60,68,86
167,51,80
98,180,49
24,2,17
68,188,43
42,136,22
1,18,79
18,187,86
54,146,49
161,92,9
107,121,97
113,52,72
187,1,49
44,181,4
72,163,19
156,13,97
54,2,8
122,20,12
60,45,33
146,85,5
37,178,36
38,143,5
69,130,11
27,133,4
113,173,17
19,129,32
164,138,46
56,47,35
2,76,45
183,8,99
141,11,7
12,126,19
126,111,54
133,7,1
185,197,71
152,20,56
79,36,38
70,67,39
101,54,32
154,66,85
44,194,37
46,124,1
57,133,65
14,171,85
26,145,18
92,127,10
167,41,57
44,50,7
42,126,1
2,53,31
140,23,84
30,151,49
132,19,13
137,134,59
177,170,62
157,112,56
29,192,69
141,24,59
25,158,64
53,140,35
173,56,31
172,91,1
125,16,63
156,3,8
47,96,68
0,21,58
25,194,87
146,75,45
65,150,69
186,31,89
184,187,74
56,1,75
170,23,38
190,1,5
61,116,36
27,123,95
19,119,37
64,41,96
82,175,94
43,67,88
114,127,37
86,65,68
138,112,59
84,141,86
75,172,13
150,86,26
95,150,52
41,179,44
52,8,3
56,158,44
57,123,14
178,4,79
83,32,74
163,141,9
176,80,27
27,100,13
52,44,25
36,185,41
116,65,8
47,194,97
14,17,60
181,194,44
173,190,42
166,151,100
185,164,70
151,22,5
23,102,20
63,175,49
177,160,56
48,15,6
33,152,62
181,50,28
107,101,86
4,125,54
57,100,22
131,49,65
117,151,23
108,182,36
134,91,1
140,134,68
33,8,7
158,39,13
97,172,63
142,180,66
108,38,66
66,41,17
51,61,21
177,137,11
21,155,93
129,17,38
1,60,66
132,22,99
98,29,73
65,81,13
130,98,63
158,16,84
2,177,14
43,178,48
35,174,3
81,61,35
18,121,45
180,40,35
63,129,12
95,81,58
146,163,54
12,83,71
126,68,26
78,28,70
64,93,68
123,179,5
17,18,24
143,157,37
55,44,69
87,113,11
6,8,26
193,14,71
76,103,22
49,86,79
121,111,72
155,24,99
187,56,51
59,136,85
126,189,40
198,65,87
199,30,38
105,23,14
36,152,8
169,187,26
136,10,95
19,99,30
146,140,76
111,182,97
17,175,96
78,5,8
137,91,10
158,114,19
84,85,28
29,149,3
36,8,15
112,183,29
45,93,67
163,85,5
14,105,63
20,185,99
93,169,72
132,97,87
38,90,88
3,132,22
77,81,46
149,186,82
143,26,11
1,171,43
108,5,20
8,67,59
18,111,86
188,34,17
93,25,88
179,65,2
16,187,74
192,4,1
82,132,85
161,16,98
118,54,11
194,49,30
5,33,72
38,67,15
192,125,35
50,41,12
29,18,6
14,118,18
61,50,52
87,188,30
27,57,41
181,115,76
4,190,14
173,111,74
71,100,37
50,77,83
90,113,88
139,5,54
51,41,73
77,179,72
190,56,22
161,29,73
99,54,77
180,128,75
111,28,74
56,92,39
163,75,67
69,31,56
114,182,59
85,155,67
111,125,79
70,112,80
149,176,11
101,99,64
114,38,81
179,55,57
174,89,67
39,44,43
85,11,63
111,149,70
112,114,29
76,191,69
68,187,30
149,32,79
18,186,6
167,86,97
58,179,38
170,91,75
42,171,12
171,56,89
110,189,31
62,149,40
45,96,30
92,28,76
31,161,52
32,126,70
51,139,14
49,66,95
160,162,26
13,149,40
133,65,82
64,194,12
77,133,99
96,183,51
168,22,67
87,34,59
98,192,8
138,36,13
143,114,24
108,93,75
65,51,53
109,94,36
15,50,31
169,108,11
121,68,11
4,157,100
159,180,89
138,157,98
43,148,7
162,105,45
107,169,9
45,194,39
92,126,60
165,110,54
58,133,43
63,99,26
9,128,25
43,4,10
103,55,71
176,125,17
96,16,36
136,52,92
121,189,78
6,122,23
18,176,4
107,25,52
93,90,96
158,107,77
105,101,4
191,104,59
18,32,22
92,18,55
31,151,10
84,163,83
124,199,16
169,121,27
101,66,61
146,74,14
77,123,58
143,68,1
41,57,75
187,111,12
1,20,93
127,96,4
31,128,75
65,41,97
83,175,73
96,114,10
61,7,43
52,187,48
126,136,73
173,68,19
78,96,85
119,97,99
125,28,81
165,64,68
71,57,87
137,2,95
190,157,11
47,108,84
45,184,24
165,100,95
58,123,19
177,74,84
49,154,2
98,159,99
75,63,13
116,64,23
8,122,17
198,133,15
85,76,26
38,1,71
110,169,35
108,96,25
182,45,13
181,49,7
86,77,69
23,137,42
79,38,71
90,47,66
110,25,67
102,21,95
161,107,1
128,159,92
34,152,74
167,7,21
38,122,21
67,185,66
113,152,34
141,134,13
59,181,4
30,117,89
104,103,52
10,59,16
94,138,20
0,131,85
11,140,78
12,105,69
177,172,31
97,63,38
124,166,100
55,66,19
127,171,72
26,39,29
153,80,39
105,189,74
16,111,47
90,60,68
116,198,100
197,6,64
183,108,4
182,143,23
120,168,47
52,33,7
72,11,50
89,180,75
42,105,39
62,83,24
162,170,98
59,194,99
140,2,83
199,88,99
91,146,20
23,91,66
138,78,61
87,112,15
121,25,84
60,158,16
59,50,87
193,13,61
91,2,55
76,102,17
87,148,62
127,184,41
38,112,6
111,96,40
151,132,52
50,86,81
170,2,8
93,47,83
78,184,19
90,158,13
10,49,38
51,50,36
110,136,73
157,68,17
14,19,84
169,42,98
173,192,85
6,164,85
39,112,36
86,44,76
79,5,17
177,162,38
70,36,3
124,156,52
143,169,36
87,125,1
52,167,70
100,64,10
165,44,35
108,184,60
143,25,57
67,152,45
18,110,99
198,77,62
156,80,66
62,73,100
81,86,26
73,82,16
25,42,37
30,120,72
13,73,67
25,127,21
119,54,100
193,3,81
171,101,72
163,97,84
80,62,50
85,177,16
166,22,37
158,18,10
131,64,21
89,147,5
101,121,87
119,175,99
111,171,92
192,16,13
110,126,30
84,74,81
197,94,2
22,13,9
40,147,13
161,28,25
36,33,38
135,155,69
28,29,64
194,61,87
39,187,84
56,127,61
15,95,27
135,11,86
141,91,77
16,176,78
90,125,48
92,171,51
12,62,24
111,184,34
178,94,49
143,136,4
1,52,55
160,76,8
134,24,86
79,8,69
30,195,11
112,5,27
82,13,77
68,78,97
105,2,95
1,173,68
135,24,23
188,36,42
11,74,73
111,161,94
177,106,35
138,35,3
130,31,73
143,113,81
55,0,32
96,38,60
80,173,73
161,18,4
6,144,15
53,76,85
171,68,89
62,161,27
74,135,19
66,131,32
100,44,6
180,153,38
27,59,83
180,9,57
39,33,17
198,57,86
71,102,87
145,51,96
152,90,22
110,93,84
68,176,71
75,72,40
122,67,47
92,17,28
57,59,42
114,184,16
88,168,92
134,135,91
126,14,25
71,115,97
157,38,49
61,150,94
106,72,98
73,124,82
13,30,87
152,188,28
199,120,18
163,54,98
19,189,18
85,134,52
112,8,43
130,142,90
69,46,68
47,107,83
34,174,46
27,49,76
13,151,47
17,121,92
190,192,56
155,91,61
140,191,89
107,14,46
158,96,79
45,39,60
50,154,33
90,190,81
19,166,79
46,40,34
184,90,4
77,27,30
50,10,45
183,45,16
87,157,1
106,170,17
26,61,86
72,177,33
78,108,25
23,172,75
24,137,85
150,133,13
107,171,12
12,19,64
104,102,89
9,130,22
96,18,68
125,161,69
145,139,84
50,167,61
164,152,91
157,113,12
58,27,10
91,24,46
196,77,82
146,76,8
177,63,92
69,121,45
183,143,72
80,130,19
195,117,5
141,146,97
44,64,6
64,42,88
65,7,24
49,179,94
171,25,90
101,189,12
102,154,94
188,114,18
4,113,30
98,40,56
90,36,71
69,13,3
110,14,46
1,107,64
87,147,34
26,51,17
99,121,40
165,66,11
71,59,16
76,137,62
47,110,28
5,113,94
52,45,29
78,183,9
177,76,14
117,31,93
131,194,28
174,192,3
153,69,68
53,131,36
158,184,92
144,20,89
56,136,16
84,155,91
189,171,78
162,74,31
147,174,30
140,135,45
5,90,7
177,53,73
84,11,27
69,111,18
41,49,42
93,59,5
56,28,87
82,166,65
3,22,23
163,11,23
73,117,77
26,5,36
85,91,15
78,52,50
152,1,25
43,94,2
150,77,57
190,113,26
169,90,11
127,173,35
47,64,89
60,183,57
165,56,31
56,149,83
22,156,9
115,55,50
148,152,10
67,164,37
60,39,63
53,0,100
25,18,25
150,198,15
42,107,8
8,114,72
133,145,56
29,173,95
75,140,40
35,67,23
143,158,26
47,41,22
107,92,76
126,105,2
18,14,76
72,134,39
118,101,93
65,95,46
90,39,46
76,104,75
110,17,31
14,129,48
86,154,92
98,128,83
35,188,44
68,136,75
189,17,10
26,139,31
93,49,76
86,10,42
56,18,84
3,12,70
101,169,26
169,44,64
114,108,81
160,75,7
155,146,38
67,33,36
13,62,64
112,184,8
184,60,6
29,186,95
90,16,67
17,32,100
116,154,82
101,25,26
81,196,20
155,2,37
64,143,45
171,126,84
49,100,63
50,65,73
116,10,96
169,165,16
27,81,95
172,170,53
16,188,24
156,82,60
173,171,38
20,78,54
60,114,98
166,132,80
151,3,92
177,141,3
142,40,24
63,12,51
116,167,51
68,90,27
74,170,80
188,192,4
187,47,41
32,173,76
104,49,37
90,114,97
185,122,83
157,60,74
35,34,75
115,179,76
55,48,85
129,83,70
153,62,42
154,27,89
96,171,22
67,144,53
113,111,5
32,186,41
75,84,64
134,170,53
122,79,68
173,161,20
92,173,34
111,186,62
63,146,77
149,69,38
63,2,84
76,84,28
62,186,23
156,193,8
183,67,37
121,92,54
27,48,78
184,148,14
96,184,64
182,187,36
188,38,92
114,52,96
137,72,48
184,4,36
127,107,45
106,84,91
92,186,21
179,154,2
100,10,50
72,91,16
17,12,77
61,198,87
74,137,81
26,60,26
199,168,15
184,125,94
95,196,89
142,128,63
27,61,28
78,143,48
85,2,2
71,104,13
156,62,20
21,103,29
94,87,37
169,1,84
146,134,25
52,90,44
111,176,20
158,108,64
23,63,63
123,150,48
130,46,3
171,47,20
182,56,79
187,171,54
147,98,89
153,29,81
56,96,17
171,83,86
131,10,26
137,170,81
49,57,57
14,99,84
120,117,58
195,31,49
113,78,25
18,69,49
32,153,46
150,145,78
62,32,73
154,115,64
20,35,55
111,153,45
118,12,70
62,117,4
136,66,71
18,190,78
125,173,43
45,64,96
157,125,89
103,154,67
68,47,97
149,121,38
39,169,46
140,72,91
92,32,65
4,148,63
138,148,29
84,177,8
145,7,60
164,20,44
15,77,29
28,96,97
61,44,67
136,187,42
188,5,81
172,140,80
193,83,51
165,101,9
177,75,60
163,177,1
148,197,30
107,16,71
92,153,13
170,72,11
15,198,59
122,144,91
66,100,54
137,160,29
138,125,37
83,189,74
88,124,97
113,68,21
178,197,55
111,107,39
35,148,2
36,113,21
122,36,87
167,44,3
159,40,93
42,129,86
35,4,84
135,91,66
133,167,46
42,165,38
168,124,96
11,177,7
113,45,59
4,138,35
78,87,100
103,0,74
6,67,79
158,52,1
68,158,69
75,54,20
194,154,35
41,61,97
167,57,92
44,66,30
90,182,76
169,66,9
39,136,81
158,173,30
197,164,54
94,188,43
190,125,72
161,98,62
8,5,85
162,63,32
106,162,34
10,194,21
197,20,81
182,157,6
48,77,67
175,118,95
140,160,7
52,47,51
50,123,57
56,17,60
108,64,51
148,20,42
45,44,79
97,54,79
48,198,8
14,56,75
12,132,65
59,64,70
172,84,22
24,106,91
170,160,35
142,98,28
162,76,86
25,187,72
195,73,89
72,2,61
3,168,40
50,100,34
10,27,70
120,195,72
185,144,18
171,17,93
82,168,100
156,117,41
169,56,6
121,16,9
26,7,94
86,58,92
59,41,10
84,134,79
90,28,8
62,195,99
47,66,29
181,66,26
53,146,29
57,116,99
143,39,69
6,70,54
147,9,100
38,139,91
54,83,89
98,9,26
16,56,28
190,92,90
126,107,2
167,145,10
44,154,99
174,4,99
100,55,11
193,17,64
16,92,14
131,42,31
116,179,64
143,16,3
88,117,1
128,153,35
85,191,23
46,120,41
186,14,46
143,52,10
161,186,18
188,60,23
78,188,52
174,125,46
33,122,42
12,99,70
86,48,74
197,144,11
2,134,27
20,188,23
86,133,61
152,78,95
69,80,31
75,11,15
42,63,7
152,114,57
198,81,95
184,183,61
117,13,3
108,44,14
0,102,95
180,69,97
193,151,1
52,112,71
23,85,36
116,133,74
182,78,90
106,119,62
5,36,46
170,140,27
77,61,27
183,79,33
14,121,50
74,172,33
60,8,83
198,58,48
161,176,26
162,141,25
181,154,42
18,127,22
93,41,8
5,157,50
139,8,64
180,46,96
32,31,61
29,142,49
143,127,50
96,52,99
41,116,96
47,10,47
161,32,56
33,112,59
181,10,48
198,179,62
168,156,54
34,113,48
166,3,39
157,183,84
50,57,87
42,53,56
62,31,66
26,108,63
107,182,34
181,131,3
153,149,67
172,162,6
20,34,27
39,47,48
145,65,15
117,3,83
68,190,52
102,103,22
134,172,50
54,63,83
40,128,61
195,151,64
20,70,98
149,92,63
13,31,75
86,15,94
119,12,56
189,107,22
136,101,82
182,68,34
183,33,23
27,194,87
188,148,19
53,103,93
146,2,59
85,135,3
38,60,37
23,160,85
43,138,30
77,51,10
163,91,52
117,124,26
149,156,34
188,4,70
157,16,72
142,153,39
19,82,94
6,112,7
193,118,14
165,136,31
57,194,5
116,100,17
95,77,36
142,9,39
188,125,19
93,116,58
58,15,57
140,84,27
126,149,53
58,51,62
36,112,50
95,198,70
127,1,14
73,30,53
154,104,38
133,81,14
179,48,74
91,84,44
183,167,21
60,96,94
33,79,95
107,28,84
106,63,33
113,188,68
78,1,51
64,66,66
188,138,84
25,111,35
137,172,65
49,59,16
55,102,52
160,155,78
80,46,14
67,113,86
64,187,61
117,199,80
42,56,41
28,121,83
108,1,13
75,53,13
165,126,45
126,18,68
186,69,22
43,20,47
143,107,85
7,183,8
133,179,99
30,166,14
138,114,60
157,127,62
102,191,98
22,82,95
109,87,1
183,36,65
61,10,2
41,181,93
148,78,68
26,52,97
140,74,88
59,86,9
19,13,96
172,106,23
186,190,73
87,184,40
53,191,77
173,107,30
45,187,53
6,79,67
72,24,76
91,74,7
131,110,42
190,16,44
136,45,28
121,182,41
38,184,21
74,106,6
66,102,51
137,162,39
41,194,86
162,75,8
154,71,39
172,119,26
156,31,13
26,150,88
67,188,68
141,137,87
56,29,15
171,16,4
18,182,8
20,112,92
86,57,88
68,39,53
183,26,1
96,107,52
80,13,55
27,7,59
19,3,29
152,38,58
64,154,81
16,114,53
117,166,87
87,174,47
47,101,43
134,106,42
41,27,10
20,4,21
165,93,81
56,186,10
131,100,31
64,10,98
14,189,34
7,150,81
57,7,38
68,16,54
169,68,29
52,157,55
72,135,32
84,146,13
196,58,23
1,111,7
127,187,57
189,18,54
140,162,30
18,136,2
25,32,77
28,186,32
163,2,47
166,156,84
112,185,65
91,162,31
82,193,59
106,141,92
147,142,42
181,55,2
59,66,84
158,188,73
159,153,9
165,47,98
136,169,38
143,28,50
122,5,23
175,97,13
25,189,85
114,1,26
192,186,98
159,9,6
123,86,43
197,35,42
176,98,67
136,25,28
87,20,63
54,72,57
187,107,46
18,149,80
23,84,73
56,32,30
149,80,75
21,160,55
172,63,71
173,28,17
24,85,62
35,94,40
22,124,42
182,113,55
54,193,34
11,2,42
185,38,56
68,127,38
69,92,97
75,23,74
33,26,10
86,181,49
173,149,3
139,7,63
50,115,78
28,176,22
54,85,36
155,137,95
85,72,46
189,129,15
82,3,50
55,49,78
28,32,1
34,112,59
118,105,64
193,19,1
131,44,89
3,124,91
28,68,56
127,190,43
61,65,48
41,7,49
179,57,98
112,67,92
36,157,62
82,124,63
156,73,89
108,33,41
113,148,23
112,152,84
23,74,27
184,28,85
69,190,8
153,40,89
112,188,12
173,18,24
24,75,37
90,20,97
34,125,67
154,41,57
192,153,27
2,172,24
115,49,77
196,123,60
47,143,46
113,125,19
153,161,84
59,154,6
138,38,95
184,5,15
102,115,60
0,104,88
86,27,69
75,134,29
176,186,43
195,199,86
1,68,72
88,73,69
5,38,91
111,56,23
185,5,23
129,110,6
59,131,76
39,36,77
104,53,94
16,169,48
191,21,41
116,27,69
157,28,16
122,70,34
146,135,50
16,25,67
136,90,31
52,127,16
39,157,86
76,75,98
182,93,72
15,65,83
114,187,51
40,9,91
121,83,43
85,160,43
187,28,12
190,182,35
67,148,61
20,36,34
174,94,36
16,182,35
186,68,18
29,121,80
40,130,24
60,108,43
106,75,29
47,25,57
31,166,1
191,155,30
49,71,12
22,117,86
103,191,88
1,143,28
176,32,84
198,50,98
90,108,98
62,46,5
149,14,21
99,193,48
173,142,11
107,17,85
23,54,94
64,55,58
75,101,8
182,47,32
127,111,89
188,127,35
45,78,30
105,129,33
38,39,13
74,141,18
7,51,36
78,111,66
152,60,4
98,89,28
36,114,10
156,30,78
34,190,80
27,65,93
114,33,62
160,0,83
93,10,55
197,67,14
29,111,39
143,96,50
189,63,80
141,172,22
156,151,94
36,6,66
136,93,76
182,60,20
129,54,43
67,79,95
32,121,39
157,152,19
55,104,86
169,126,100
181,100,79
179,27,12
185,70,99
123,95,56
84,24,22
129,175,72
111,157,42
112,122,44
90,183,3
171,28,85
163,24,83
195,156,19
1,25,70
88,30,33
25,90,76
45,68,14
192,87,28
183,38,26
160,134,75
106,163,89
140,76,66
4,152,48
182,158,15
102,49,67
65,167,14
115,104,35
149,17,99
136,47,41
18,171,63
34,36,41
132,193,70
139,52,35
39,114,77
126,118,90
172,85,25
32,111,68
151,62,53
158,187,70
34,157,100
100,102,19
11,24,69
28,113,17
182,171,100
175,132,47
121,161,86
25,44,38
79,164,59
164,122,14
15,179,88
109,43,27
73,120,93
74,85,11
148,34,55
20,114,63
26,8,100
166,168,95
143,184,12
55,71,55
114,157,63
162,54,7
52,182,31
25,165,38
165,59,39
117,168,6
100,115,39
20,6,75
92,111,3
52,38,98
131,102,95
116,59,23
61,123,66
96,1,57
173,184,46
180,80,26
157,96,48
29,176,28
68,18,62
150,57,84
