Source,Destination,Capacity
135,139,66
121,241,82
286,308,61
387,360,53
98,257,83
170,133,90
137,185,77
21,10,16
339,319,98
287,129,52
58,77,21
378,247,31
396,72,50
74,21,64
338,67,85
375,134,72
295,370,60
28,26,72
129,78,44
81,37,44
121,375,85
324,145,85
35,42,56
384,196,99
134,21,95
303,207,84
377,156,67
363,258,87
41,207,44
206,274,86
192,376,44
169,392,37
282,269,8
226,145,55
143,110,27
220,330,80
294,279,52
280,381,56
354,330,41
32,279,11
385,397,69
145,156,80
257,397,77
269,222,81
351,32,21
48,223,79
199,392,71
221,151,44
9,268,9
151,351,83
398,228,80
346,38,30
62,279,56
222,2,75
249,105,47
328,398,84
138,274,50
229,392,72
251,151,58
325,100,6
113,217,32
187,166,67
319,285,27
16,284,79
203,110,46
337,110,74
298,347,29
69,295,65
96,398,1
307,59,56
23,300,60
105,110,1
237,229,97
140,296,74
24,121,18
84,172,28
323,188,43
18,306,9
78,357,27
149,8,100
302,250,27
314,75,72
38,177,36
203,244,94
353,188,7
58,240,98
130,116,68
179,8,67
280,60,75
373,251,38
82,75,96
123,76,16
161,368,55
257,76,88
334,296,68
158,70,93
151,30,53
156,374,70
114,148,72
141,251,18
265,317,95
339,266,3
287,76,51
89,91,10
382,313,25
0,19,24
206,87,31
21,307,26
169,205,37
301,132,87
394,323,66
295,317,82
317,76,41
129,25,16
239,385,57
294,92,89
280,194,32
10,333,91
51,334,46
32,92,82
373,385,75
315,380,77
348,328,63
26,277,64
86,328,7
172,102,92
273,154,96
13,200,75
63,317,24
252,216,79
269,385,18
384,143,35
287,210,46
377,103,35
363,205,88
55,52,74
113,30,52
206,221,32
357,390,44
379,149,33
169,339,66
222,165,82
208,267,85
356,165,100
185,283,63
245,334,31
284,262,46
242,36,24
335,227,12
352,396,100
122,119,63
240,340,8
386,165,99
124,165,74
201,385,4
173,57,2
200,160,17
2,175,21
43,176,76
29,278,100
6,294,60
138,221,2
191,47,3
229,339,12
303,288,38
330,391,20
168,63,87
228,114,9
319,232,90
267,42,89
379,283,60
57,232,13
117,283,27
222,299,51
147,125,31
298,294,11
320,53,69
182,119,85
335,361,95
355,47,44
15,356,72
48,304,66
161,181,90
188,284,96
274,58,56
348,7,16
334,109,82
312,350,3
45,6,19
86,7,38
237,176,29
350,53,78
66,294,71
214,192,99
40,12,4
389,166,33
366,182,83
3,130,58
195,300,76
176,58,56
79,125,29
170,243,88
304,243,65
395,361,63
21,120,89
128,17,77
133,361,18
207,310,30
394,136,40
110,377,29
89,254,46
130,63,98
74,131,88
148,80,47
225,300,32
299,249,79
373,198,64
321,8,52
128,367,72
80,326,94
179,305,16
5,152,73
354,306,48
156,321,93
351,8,15
114,95,4
232,316,8
287,23,13
267,310,26
363,18,19
208,80,80
246,372,54
287,373,55
359,249,75
89,388,15
171,198,70
74,265,98
299,383,4
373,332,84
321,142,16
32,39,39
352,209,52
315,327,96
296,85,76
26,224,89
139,101,10
273,101,93
275,147,82
27,45,2
250,90,84
351,142,58
81,281,75
56,224,2
42,326,68
83,327,85
398,338,100
57,45,76
222,112,79
127,225,65
261,225,16
11,50,15
16,394,19
15,169,14
48,117,81
221,45,54
188,97,37
312,163,84
353,164,40
143,354,71
27,179,55
214,5,66
219,349,62
392,277,100
103,174,64
194,292,91
142,102,85
210,236,95
196,338,69
270,287,50
8,287,2
98,180,53
131,128,57
244,5,29
395,174,54
251,395,62
380,51,5
58,0,90
149,118,33
314,185,91
300,287,30
186,185,13
203,354,58
337,354,24
373,11,7
390,180,22
293,247,71
301,108,86
375,57,7
163,174,64
237,123,3
327,16,48
29,359,8
82,185,50
257,186,5
276,236,87
255,113,98
119,252,42
105,354,17
193,201,18
306,78,6
383,298,32
135,196,67
286,365,75
98,314,24
170,190,58
285,140,17
1,381,23
59,359,35
174,309,98
72,32,11
378,304,20
149,252,82
52,319,33
0,129,55
126,268,65
165,196,13
225,247,10
26,37,21
375,191,56
144,258,32
130,360,27
364,32,15
391,135,21
28,83,90
107,376,52
201,11,50
44,27,79
123,320,89
255,247,31
7,145,13
67,196,77
172,212,60
120,22,44
254,22,73
345,140,37
42,139,83
60,156,27
159,135,78
233,84,73
271,376,23
285,274,97
250,253,24
361,269,77
347,371,91
37,145,58
171,145,61
264,336,3
303,264,71
148,161,92
247,140,30
51,228,30
30,105,74
90,156,58
150,207,76
139,48,27
226,202,43
294,336,28
236,331,34
310,280,93
296,382,90
7,279,97
392,90,8
122,229,38
194,105,16
23,223,100
367,33,81
289,342,58
46,392,81
233,218,6
134,212,32
208,161,33
326,382,80
111,228,8
59,38,26
251,208,89
110,3,88
127,172,15
302,173,60
352,290,57
166,285,51
392,224,43
161,291,55
235,240,53
334,219,36
97,306,57
45,116,33
105,167,58
297,337,38
214,302,62
76,368,99
84,229,45
288,224,12
73,70,48
339,189,69
3,240,82
209,116,90
176,168,33
341,235,85
126,81,88
241,4,80
279,296,100
369,189,81
294,15,17
10,256,29
385,133,86
82,132,7
348,251,52
334,353,92
45,250,34
306,25,62
135,143,48
248,20,81
286,312,2
308,71,14
368,122,11
63,240,54
151,87,93
285,87,8
288,358,13
40,256,33
75,250,81
281,318,48
79,369,33
192,246,49
225,194,81
357,313,70
338,71,5
260,380,63
241,138,74
70,256,61
92,15,5
218,154,45
226,15,68
33,374,76
160,149,81
280,251,69
51,391,56
385,267,56
393,128,24
123,267,88
310,93,75
296,195,36
122,42,90
275,257,26
60,103,17
25,82,19
159,82,75
398,98,83
384,200,75
62,149,92
378,385,43
37,92,9
231,335,89
229,262,57
35,396,58
90,103,28
282,273,55
166,98,95
245,391,81
284,319,1
69,165,49
143,114,84
146,385,93
11,160,11
219,109,4
258,37,15
318,88,24
392,37,69
34,329,17
161,104,79
97,119,47
50,273,19
311,48,4
250,334,63
387,43,46
62,283,95
276,212,18
288,37,4
224,52,17
265,53,44
339,2,25
55,243,78
3,53,54
38,47,14
79,48,76
222,356,32
203,114,25
15,63,56
395,284,36
133,284,33
279,109,62
320,110,19
283,228,50
374,346,97
85,243,62
318,222,95
101,187,91
161,238,73
386,356,63
45,63,39
177,182,19
237,233,73
195,7,32
327,126,1
175,294,19
362,120,19
114,18,18
100,120,75
174,69,84
306,188,13
366,239,24
77,136,47
176,115,47
304,300,20
54,125,42
128,74,17
301,2,55
394,193,71
144,18,90
223,311,98
336,188,65
239,255,81
258,305,61
101,321,57
348,198,99
334,300,58
125,126,29
88,244,11
313,362,42
349,19,31
354,363,16
137,136,28
290,378,4
238,188,41
269,255,45
255,357,53
191,372,76
306,322,24
361,29,36
366,373,44
326,8,19
190,147,54
231,148,90
229,75,5
303,24,8
285,384,64
266,142,43
305,70,68
35,209,89
208,137,68
72,276,62
58,378,9
111,204,83
51,338,99
333,24,8
393,75,27
310,40,32
315,384,66
226,312,84
28,327,51
129,379,7
215,153,4
44,271,81
238,322,16
62,96,92
268,164,73
345,384,5
326,142,96
55,56,62
41,158,12
233,328,52
136,395,24
323,221,10
59,148,4
133,97,78
185,287,32
298,164,70
110,113,3
397,143,46
236,225,36
337,277,95
125,394,52
221,102,56
353,221,16
372,271,96
289,236,67
256,288,64
316,339,43
25,163,76
392,334,71
189,5,67
194,349,26
6,298,55
45,226,77
105,277,41
210,293,90
330,395,38
8,344,6
228,118,50
272,390,94
346,339,58
189,355,10
230,164,46
395,231,8
339,299,68
320,57,2
17,56,13
96,349,91
75,226,20
314,242,70
300,344,4
38,344,98
10,16,31
15,360,12
376,339,16
87,236,9
274,62,77
31,304,37
91,355,31
311,129,30
278,181,78
28,6,1
88,57,27
253,124,24
276,293,96
45,360,77
119,309,12
292,237,26
3,134,24
61,304,92
368,232,39
93,27,60
285,197,49
384,176,66
155,124,85
171,68,46
74,135,20
165,253,19
146,11,44
225,304,57
123,27,89
109,129,10
241,248,34
26,94,96
53,197,8
88,191,89
253,258,66
44,84,99
329,253,65
389,304,86
81,151,11
172,269,9
306,269,10
56,94,69
83,197,70
308,315,38
250,310,68
324,259,51
21,258,35
136,208,67
171,202,35
224,28,75
262,320,28
358,28,11
74,269,94
113,197,6
187,146,26
239,336,41
51,285,27
338,315,27
226,259,46
331,275,70
316,152,66
104,269,80
269,336,90
217,146,75
291,95,1
310,337,35
120,213,26
194,162,85
97,229,84
330,208,13
8,157,67
324,393,3
305,151,94
398,342,44
76,291,17
98,50,81
111,285,84
284,213,8
203,224,75
390,50,89
92,393,80
188,101,19
293,117,46
181,61,78
45,173,69
193,71,63
105,224,69
210,240,39
196,342,57
270,291,80
344,240,98
173,358,50
360,184,29
368,45,8
244,9,21
246,55,14
339,246,25
361,5,97
58,4,41
127,363,41
314,189,89
300,291,13
38,291,9
54,235,83
17,353,53
256,369,65
391,5,53
179,122,49
294,72,96
10,313,89
371,292,24
197,139,79
183,241,11
255,117,33
348,308,44
86,308,37
172,82,7
22,323,78
83,10,29
121,302,73
248,77,10
308,128,94
63,297,73
137,246,54
285,144,15
271,246,61
21,71,57
62,72,24
339,380,21
72,36,42
37,15,87
116,308,19
281,375,28
262,133,25
377,83,55
14,31,69
239,149,47
192,303,23
16,77,60
169,319,44
241,195,18
315,144,97
70,313,95
130,364,25
245,314,100
226,72,88
278,262,83
331,88,57
391,139,9
129,139,63
145,83,2
26,391,64
67,200,13
172,216,59
120,26,71
158,318,76
180,77,32
259,370,35
345,144,100
61,385,77
97,42,92
349,263,35
330,21,65
25,139,63
151,278,95
173,37,40
272,16,50
384,257,79
175,83,20
249,32,37
309,83,99
111,98,83
152,99,2
284,26,3
41,268,38
127,42,29
379,263,45
117,263,2
241,329,72
282,330,64
185,397,77
226,206,49
129,273,60
160,340,73
220,391,39
261,392,94
316,99,55
333,268,56
392,94,8
34,386,24
221,212,6
25,273,88
324,340,52
18,233,32
325,161,34
127,176,25
319,346,30
30,243,37
379,397,3
38,104,27
304,223,36
395,341,89
209,336,46
283,285,67
186,352,47
184,279,2
142,53,11
235,244,41
257,3,48
274,172,11
348,121,55
334,223,70
210,187,47
311,239,17
140,357,96
360,131,98
272,284,91
63,110,52
175,351,48
216,352,76
288,228,34
251,346,66
287,3,18
366,296,14
176,172,35
79,239,58
266,65,48
304,357,75
241,8,2
342,60,19
144,75,88
130,177,94
317,3,67
148,194,54
160,19,43
51,261,4
385,137,55
101,378,80
123,137,48
183,188,41
257,137,35
274,306,18
67,13,54
34,65,64
199,132,36
311,373,96
28,250,44
234,126,69
349,76,4
211,142,82
324,19,3
81,261,5
62,19,16
67,363,82
114,209,40
306,379,84
328,138,13
3,378,73
42,306,63
303,81,71
93,271,93
192,250,90
68,214,6
21,368,10
379,76,22
169,266,4
241,142,48
208,194,62
356,92,29
185,210,41
171,312,39
245,261,62
129,86,25
146,255,7
261,205,87
123,271,61
48,97,95
34,199,15
125,317,71
199,266,34
221,25,1
259,317,52
386,92,86
124,92,53
25,86,93
153,271,87
39,169,5
78,97,23
152,46,30
231,339,48
303,215,61
55,113,49
94,41,86
305,261,56
117,210,50
147,52,36
245,395,61
160,287,21
182,46,95
187,390,26
335,288,93
316,46,60
333,215,82
34,333,25
139,349,61
124,226,96
210,0,11
177,52,3
237,103,96
297,154,85
214,119,64
200,221,53
351,390,16
392,391,19
29,339,27
84,46,2
276,216,97
288,41,39
381,232,63
3,57,69
168,124,70
302,124,13
281,1,39
305,395,93
341,52,59
79,52,10
222,360,94
244,119,72
59,339,46
246,165,55
31,11,90
110,304,27
380,165,91
85,247,12
33,57,35
258,175,77
373,125,28
348,68,55
26,17,22
31,361,32
311,186,39
278,238,68
297,288,79
61,11,57
102,12,47
140,304,33
214,253,18
179,232,69
327,130,53
65,130,74
63,57,5
18,314,29
329,176,22
40,73,85
119,366,15
141,125,28
158,294,97
292,294,50
366,243,97
19,135,45
271,356,20
343,232,80
147,320,12
342,7,75
58,248,60
149,366,19
264,316,100
47,89,95
33,191,44
74,192,18
220,17,37
68,377,36
123,84,77
301,356,46
26,151,91
375,305,3
177,320,85
278,372,15
259,130,90
350,248,6
28,197,35
253,315,30
294,316,83
5,213,26
7,259,9
351,69,32
180,187,27
326,12,37
116,202,30
231,152,38
303,28,10
41,28,9
117,23,83
227,383,70
185,157,80
171,259,35
377,327,13
148,275,22
96,85,27
51,342,22
337,147,98
240,214,28
331,332,98
66,34,64
219,276,49
7,393,35
351,203,43
180,321,74
328,219,6
233,332,8
222,173,75
208,275,94
309,327,66
152,343,10
133,101,64
284,270,68
36,168,9
96,219,56
261,286,32
209,96,36
30,353,17
337,281,5
390,107,46
101,4,45
293,174,90
205,327,22
279,276,68
64,122,16
316,343,14
167,220,30
258,338,1
392,338,11
307,230,17
367,281,92
119,179,93
210,297,9
232,56,6
292,107,77
168,71,71
286,292,55
360,241,85
272,394,70
346,343,88
24,292,46
368,102,14
211,118,79
285,67,72
288,338,19
394,10,4
3,354,10
198,71,46
165,123,17
225,174,90
299,123,98
373,72,50
15,364,24
277,364,23
390,241,1
54,292,54
301,169,48
253,128,11
313,179,55
63,4,50
156,195,64
238,5,54
269,72,85
307,364,59
348,365,87
180,0,75
306,139,6
383,359,33
248,134,90
368,236,73
151,201,77
192,10,8
285,201,91
271,303,52
398,78,1
169,26,91
287,247,91
89,262,38
37,72,47
262,190,76
363,242,82
93,381,94
148,88,85
239,206,55
225,308,27
266,309,89
321,16,72
51,155,65
338,185,4
68,324,12
90,83,34
164,32,96
128,375,59
202,324,54
315,201,87
278,319,91
69,145,75
129,196,92
201,72,65
354,314,48
82,380,68
123,381,49
197,330,94
393,242,28
34,309,68
172,273,24
194,32,23
345,201,18
196,78,53
349,320,40
305,21,99
35,160,90
62,263,46
153,381,86
134,139,62
208,88,34
358,32,43
41,325,51
30,166,86
150,268,61
20,387,71
226,263,6
331,279,3
312,37,12
91,38,37
160,397,79
44,222,57
219,223,27
258,151,52
29,99,6
120,217,44
221,269,83
312,387,7
367,94,46
105,94,21
196,212,49
270,161,99
233,279,56
2,346,64
62,397,38
84,156,33
323,172,89
288,151,53
59,99,80
133,48,25
399,167,67
36,115,17
75,43,43
168,234,22
302,234,96
30,300,87
203,228,87
244,229,23
376,156,53
54,105,67
188,105,37
85,357,43
107,116,28
258,285,38
45,177,80
86,178,29
119,126,31
297,398,17
288,285,38
174,183,3
361,9,74
58,8,34
262,3,72
79,296,98
225,121,30
357,240,19
130,234,80
295,301,39
179,126,82
294,76,43
32,76,52
82,193,65
109,296,65
197,143,85
183,245,29
257,194,46
274,363,19
348,312,70
7,19,61
172,86,9
61,255,10
102,256,72
327,374,47
151,148,33
252,200,74
384,127,72
42,363,7
176,363,24
212,20,33
243,87,53
262,137,35
229,189,30
113,14,50
206,205,97
338,132,95
117,133,96
130,368,14
317,194,70
143,41,32
129,143,48
148,385,90
160,210,69
71,138,84
183,379,54
197,277,84
26,395,3
48,154,97
139,272,77
125,374,4
273,272,35
345,148,87
23,97,88
50,200,36
196,25,6
151,282,69
200,144,56
268,278,71
328,329,73
309,87,44
6,278,27
4,205,36
138,205,41
243,221,64
229,323,97
113,148,42
228,98,76
319,216,59
131,165,10
282,334,74
106,108,73
298,278,91
69,226,64
355,31,2
101,114,26
312,334,71
64,232,83
105,41,75
289,350,64
311,109,24
297,211,16
84,103,39
276,273,66
340,288,64
18,237,61
100,47,24
105,391,72
243,355,86
366,166,38
94,232,17
154,283,89
360,351,78
19,58,15
376,103,79
54,52,78
169,2,74
205,221,77
246,222,89
394,120,22
72,69,7
85,304,92
181,12,68
10,130,1
183,58,73
348,125,20
237,294,33
297,345,24
135,17,88
82,356,34
156,305,38
137,63,28
252,13,69
288,232,47
362,181,12
67,233,85
100,181,57
141,182,72
287,7,69
366,300,48
3,248,75
341,243,79
79,243,48
206,18,3
244,310,60
357,187,5
282,13,52
320,305,73
295,248,96
396,300,56
165,367,77
335,24,59
10,264,42
280,125,19
321,126,36
150,244,49
348,259,65
296,69,20
26,208,6
273,85,24
364,203,19
9,12,48
50,13,54
102,203,78
27,29,74
178,198,20
250,74,51
141,316,90
153,141,58
268,91,39
345,311,2
248,378,59
229,136,66
377,34,58
330,188,12
382,378,41
41,85,87
266,203,60
233,255,35
357,321,90
57,29,10
136,322,23
356,96,67
342,198,81
185,214,94
160,157,52
335,158,6
247,311,67
145,34,7
186,35,19
296,203,65
331,389,87
102,337,66
289,163,1
140,40,98
43,107,17
180,378,72
216,35,57
328,276,36
276,86,92
326,203,55
18,50,11
193,51,15
330,322,51
173,338,19
346,266,78
84,266,40
222,230,75
170,40,26
208,332,23
304,40,1
309,384,59
147,56,68
205,34,90
399,277,35
36,225,38
397,204,22
335,292,72
283,102,67
302,344,23
85,117,63
203,338,86
299,46,68
235,61,87
353,282,39
17,333,98
237,107,53
214,123,66
200,225,66
217,394,12
313,102,23
43,241,51
387,51,59
103,292,65
142,220,29
290,118,83
6,359,31
288,45,42
18,184,42
45,287,21
119,236,72
191,112,32
232,113,4
306,62,62
366,113,44
94,179,58
341,56,19
24,349,22
288,395,38
380,169,92
72,16,80
75,287,16
209,287,45
336,62,54
374,354,9
74,62,36
373,129,7
54,349,58
188,349,66
348,72,49
26,21,45
375,175,98
130,344,50
66,359,93
107,360,10
179,236,40
280,288,87
137,10,27
238,62,99
172,196,62
366,247,30
56,21,93
135,314,62
195,365,79
384,237,38
208,11,80
213,355,63
264,320,78
396,247,91
51,212,32
164,89,94
150,191,58
315,258,31
301,360,15
375,309,92
53,258,56
125,134,32
364,150,41
391,253,64
102,150,30
215,27,59
201,129,5
349,27,22
7,263,31
67,314,12
172,330,94
268,38,2
105,17,5
231,156,65
308,376,88
344,33,79
382,325,11
151,392,57
134,196,93
323,95,95
309,197,88
326,366,65
111,212,19
138,315,80
298,38,3
284,140,36
261,156,5
247,258,36
300,84,40
112,33,75
356,393,68
337,151,69
331,336,9
143,285,100
124,43,13
91,95,11
182,213,71
235,224,94
97,290,73
124,393,10
270,218,84
330,269,94
297,321,26
8,218,98
286,162,42
76,352,68
24,162,87
57,110,53
249,280,41
271,39,93
395,105,26
152,347,84
174,106,59
212,398,74
339,173,52
325,275,98
399,224,40
110,121,33
127,290,68
113,392,28
314,116,61
30,357,20
126,65,19
230,388,63
304,337,94
15,234,24
390,111,46
87,110,73
293,178,13
177,3,56
218,4,42
242,398,26
283,399,79
316,347,84
355,275,43
181,122,65
167,224,59
313,49,91
82,116,1
156,65,59
45,234,48
193,132,76
232,60,9
195,178,84
313,399,95
387,348,66
151,71,97
211,122,56
384,50,29
114,189,71
265,358,57
75,234,43
149,183,68
176,286,86
336,9,99
126,199,48
266,179,60
390,245,88
169,246,13
315,71,2
301,173,85
278,189,25
47,256,59
181,256,9
5,30,32
385,251,89
232,194,1
248,138,89
252,257,91
114,323,62
62,133,56
56,318,35
111,25,24
212,77,7
165,261,79
192,364,89
68,328,29
315,205,99
282,257,41
342,308,33
53,205,78
218,272,34
331,149,56
143,98,67
129,200,42
182,26,27
220,318,60
335,268,30
44,92,68
71,195,89
197,334,70
392,21,39
120,87,80
199,380,40
180,138,64
254,87,31
221,139,32
9,256,80
83,205,22
248,272,45
196,82,91
25,200,29
151,339,9
233,149,47
272,77,87
398,216,6
62,267,49
136,216,93
84,26,94
134,143,76
323,42,96
326,313,7
187,154,88
30,170,19
131,222,45
277,47,92
263,149,77
282,391,95
106,165,88
133,268,59
166,216,21
205,144,22
298,335,58
358,386,55
17,93,53
295,37,72
393,380,64
184,206,41
258,155,61
10,53,51
122,294,26
221,273,69
210,114,58
196,216,93
297,268,52
272,211,87
216,279,49
290,228,51
362,104,56
4,396,79
152,294,52
100,104,53
174,53,69
138,396,74
193,295,34
191,222,20
265,171,82
339,120,18
314,63,73
267,217,66
304,284,31
68,7,15
202,7,100
246,279,15
58,228,31
182,294,48
209,397,29
278,2,13
369,120,72
258,289,10
373,239,90
385,64,61
109,166,97
257,64,12
214,367,22
253,295,7
387,295,85
114,136,70
100,238,67
89,79,86
206,75,3
266,126,25
357,244,31
155,295,48
241,69,33
394,311,15
33,305,32
129,13,17
335,81,17
354,131,39
280,182,61
321,183,94
123,198,21
109,300,97
236,75,23
370,75,83
248,85,26
289,86,95
275,188,59
25,13,55
252,204,44
238,306,14
250,131,74
2,29,70
287,198,42
328,199,47
4,75,96
138,75,47
281,383,20
363,193,26
41,142,62
132,260,38
357,378,90
134,306,49
282,204,59
395,81,15
143,45,24
148,389,44
108,24,84
335,215,18
164,333,47
166,379,53
64,102,36
50,204,90
102,394,48
215,271,48
275,322,17
140,97,71
214,46,79
276,143,88
18,107,71
4,209,40
138,209,63
168,51,97
267,30,22
57,220,6
208,389,94
282,338,87
230,148,46
20,338,99
147,113,52
207,164,34
284,384,67
320,41,34
380,92,91
256,56,31
314,226,60
300,328,45
277,344,100
299,103,22
101,118,65
188,272,48
279,390,30
312,338,5
27,354,26
88,41,90
200,282,66
327,57,78
103,349,9
189,123,21
142,277,13
156,175,71
18,241,26
329,103,6
193,242,24
174,0,24
191,169,48
121,339,53
267,164,52
382,114,13
395,349,57
169,6,72
207,298,52
260,124,71
397,395,94
149,293,61
314,360,67
262,170,17
336,119,92
126,309,92
165,237,12
225,288,27
373,186,96
51,135,68
101,252,92
87,354,62
257,11,61
274,180,17
375,232,30
125,57,85
102,73,87
162,124,25
253,242,47
327,191,68
387,242,59
354,294,57
63,118,4
156,309,32
378,129,66
19,196,38
285,315,58
320,309,100
361,310,78
342,68,97
74,253,82
146,129,60
335,28,10
53,315,84
218,382,36
143,208,81
201,186,67
294,377,66
349,84,58
27,33,60
32,377,10
351,130,76
81,269,27
180,248,51
326,73,68
83,315,75
105,74,83
41,89,62
324,377,20
35,274,82
21,376,42
395,28,40
14,336,100
209,23,19
236,156,100
203,208,5
337,208,32
166,326,78
201,320,70
242,321,66
118,285,90
291,213,61
365,162,74
103,162,6
270,275,17
251,33,40
292,34,75
330,326,82
8,275,64
272,321,58
59,213,57
339,230,55
397,208,93
89,55,59
187,398,82
209,157,33
302,348,43
277,291,76
390,168,14
87,167,93
128,168,93
188,219,36
31,235,71
17,337,1
163,162,30
256,353,13
43,245,7
354,107,47
142,224,79
255,101,12
348,292,31
334,394,53
389,101,100
119,240,12
121,286,3
360,302,56
46,112,62
271,230,98
384,107,11
174,297,91
320,122,16
361,123,60
72,20,82
89,189,74
52,307,84
0,117,8
49,9,6
54,353,37
128,302,66
31,369,5
375,179,38
278,246,99
47,313,14
28,71,1
391,123,97
88,122,4
179,240,53
5,87,71
197,257,99
26,375,70
67,184,34
172,200,63
232,251,2
273,252,41
254,10,21
46,246,81
151,262,62
132,20,21
173,21,83
211,313,18
398,139,61
384,241,12
21,189,13
134,66,68
361,257,13
347,359,54
138,185,73
352,144,8
16,195,44
203,21,50
263,72,87
337,21,25
342,365,92
240,88,25
331,206,25
391,257,30
69,206,39
256,32,53
242,134,33
354,375,83
118,98,59
236,319,51
269,267,64
291,26,80
310,268,81
29,26,30
34,370,82
122,217,27
172,334,66
367,21,55
23,211,77
105,21,11
215,381,5
196,139,19
344,37,66
330,139,75
233,206,45
398,273,86
76,222,15
136,273,55
84,83,64
59,26,49
303,386,59
113,262,81
187,211,32
131,279,84
263,206,77
304,207,20
376,83,82
54,32,5
92,324,10
166,273,29
293,48,89
205,201,27
17,150,4
333,386,41
85,284,71
71,386,65
167,94,27
217,211,95
258,212,46
332,161,5
10,110,51
87,330,47
120,278,70
23,345,23
140,341,69
360,115,19
76,356,90
189,233,70
323,233,10
290,285,89
18,351,59
362,161,85
193,352,57
174,110,18
339,177,71
251,330,84
94,346,49
168,295,86
176,156,23
302,295,16
300,222,34
52,120,27
126,69,20
343,269,92
279,284,23
17,284,50
223,352,24
278,59,30
198,295,75
220,54,49
354,54,88
156,69,99
123,121,24
274,290,17
255,48,86
311,357,66
135,131,3
248,8,67
327,301,56
46,59,64
151,75,4
238,229,7
1,316,4
40,244,32
62,3,14
361,70,65
77,311,74
89,136,42
262,64,31
79,357,27
192,234,45
16,8,33
315,75,51
342,178,7
72,317,42
226,3,73
317,121,46
69,19,99
146,239,4
354,188,78
321,240,31
385,255,60
71,65,97
257,255,2
310,81,95
370,132,59
81,29,13
86,373,37
199,250,81
364,317,46
28,368,24
384,188,29
76,35,6
243,148,45
228,25,39
319,143,24
16,142,85
131,92,55
263,19,41
342,312,38
185,328,4
207,87,71
129,204,24
182,30,23
32,271,30
333,199,22
85,97,46
71,199,9
258,25,49
337,318,39
87,143,48
120,91,4
235,41,55
221,143,59
334,20,8
196,86,11
270,35,61
349,328,68
297,138,100
13,379,8
388,256,88
25,204,68
140,154,75
291,323,87
351,374,60
268,339,25
290,98,80
276,200,43
6,339,93
105,318,16
193,165,58
243,282,3
229,384,45
3,41,12
154,210,68
