Source,Destination,Capacity
87,55,2
72,57,1
83,94,2
23,61,2
32,39,2
95,77,2
99,38,1
89,15,2
56,67,2
5,3,1
1,51,1
28,5,1
77,19,2
28,14,2
92,17,2
56,94,1
14,88,2
38,55,1
98,69,1
6,4,1
18,58,2
49,73,2
73,3,1
69,51,2
85,89,2
27,45,1
18,76,2
54,8,2
26,89,1
54,17,1
62,30,1
82,97,1
91,84,1
75,67,2
0,73,1
12,47,1
24,12,1
53,57,2
88,24,2
44,88,2
87,68,2
65,31,1
53,75,1
77,5,1
28,0,1
3,65,1
38,32,2
56,80,1
9,5,2
77,23,2
56,89,2
76,67,2
68,63,2
80,28,2
26,57,2
89,95,1
7,71,2
18,80,1
82,92,1
93,3,1
60,55,2
29,86,1
12,15,1
83,66,2
85,8,2
52,69,1
4,29,2
43,11,1
12,42,1
64,43,1
88,10,2
44,65,2
75,89,2
87,54,2
16,12,1
25,97,2
56,75,2
80,5,2
15,34,1
57,49,2
58,14,1
80,14,1
7,39,2
69,23,2
67,90,1
59,86,2
98,68,2
47,93,2
81,6,2
8,22,1
15,70,1
73,2,2
50,37,1
71,60,2
11,27,1
31,5,2
94,43,2
79,91,1
23,1,1
71,87,1
54,16,1
6,79,2
29,81,1
48,94,2
95,26,2
6,88,2
52,55,1
63,92,2
84,35,1
40,99,2
72,42,2
87,40,2
88,5,1
72,51,2
53,47,1
44,78,1
16,7,2
96,27,2
56,43,1
22,50,2
57,17,1
2,81,2
53,65,1
49,13,1
44,96,2
45,61,1
56,61,2
34,70,2
14,64,2
49,31,2
76,48,1
5,6,1
78,67,2
38,40,2
70,72,1
47,79,2
26,56,2
90,59,2
0,4,1
47,88,1
8,17,2
71,55,1
67,94,1
78,94,1
81,10,1
73,6,1
91,42,1
30,35,1
63,60,1
90,86,1
48,80,1
21,63,1
12,5,2
75,43,1
83,56,1
63,87,1
72,37,1
95,39,2
52,68,1
21,99,2
24,6,2
25,69,1
37,34,1
10,80,2
85,92,1
86,57,1
26,15,2
22,63,1
97,66,1
3,59,2
13,91,1
59,58,1
1,98,1
59,67,2
15,42,2
50,9,2
7,38,1
47,74,2
15,51,2
17,70,1
70,85,2
47,92,1
9,75,1
5,86,2
28,88,2
29,53,1
91,37,1
71,68,2
11,26,2
31,13,1
95,25,1
87,21,2
62,86,1
52,63,2
87,39,2
65,2,1
76,2,2
85,69,1
14,27,2
34,42,1
68,7,2
49,3,1
37,47,2
49,12,2
67,48,2
68,25,1
78,48,1
43,90,2
26,19,2
38,21,2
13,86,2
24,86,1
32,99,2
86,79,1
28,65,2
79,49,1
59,80,2
48,43,1
27,20,1
90,58,1
8,16,2
60,17,2
5,81,2
63,50,2
75,15,1
9,79,1
19,25,1
5,90,1
77,97,2
92,95,2
44,27,1
75,51,2
10,43,2
93,59,1
2,48,1
3,13,1
37,15,1
31,93,1
65,6,2
37,24,1
54,95,2
93,86,2
43,67,1
66,69,2
23,98,1
74,82,2
37,42,1
43,76,2
46,20,1
7,1,1
51,98,1
24,81,2
18,10,2
36,46,1
26,23,1
67,61,1
78,61,2
7,19,2
98,39,2
55,68,2
17,51,1
79,35,2
59,57,2
88,93,2
59,75,2
71,40,1
79,53,1
94,14,2
9,74,2
60,21,2
48,56,2
63,54,2
80,88,1
92,90,2
33,13,1
75,28,1
53,0,2
95,15,2
33,31,2
53,9,2
72,22,2
73,76,1
33,49,2
85,50,1
2,43,2
31,79,2
51,57,1
93,81,2
76,10,1
86,42,1
79,3,2
14,44,2
15,9,1
79,12,1
90,12,2
98,25,1
89,47,2
16,72,2
96,92,2
55,63,2
1,92,2
47,59,2
9,42,1
82,26,1
5,53,2
16,99,1
77,78,2
28,73,2
0,2,2
75,5,2
29,47,2
77,96,1
83,27,1
5,89,2
94,27,2
69,92,2
21,52,1
95,1,1
41,30,2
61,97,2
72,8,2
53,4,1
72,17,1
39,69,2
11,96,2
73,80,2
93,58,1
37,5,2
12,70,1
22,16,2
20,83,1
85,54,1
96,97,1
85,63,2
86,28,1
85,72,2
68,1,1
13,53,2
24,53,2
96,69,1
23,97,1
13,62,2
35,62,2
55,40,1
1,69,2
18,0,1
88,74,1
89,51,2
17,32,1
36,45,2
48,10,1
76,81,1
65,90,2
9,37,1
16,85,1
71,21,1
76,90,1
5,57,2
91,8,2
29,24,2
28,59,1
71,39,1
57,95,2
29,33,1
68,95,2
77,82,2
80,78,1
52,7,2
81,43,1
33,3,2
6,49,2
42,70,1
92,89,1
61,83,2
6,58,2
2,6,1
39,55,1
74,31,2
25,26,2
93,53,2
54,71,2
66,45,1
59,6,1
32,52,1
89,19,1
20,96,1
4,79,1
95,99,2
12,92,2
51,74,2
59,24,2
47,31,2
96,82,2
47,49,1
99,87,2
5,43,2
76,94,2
69,55,1
92,57,1
58,64,1
80,64,2
9,59,1
62,34,1
7,98,1
69,82,1
54,39,1
10,14,1
81,65,2
61,96,2
39,68,2
2,28,2
74,44,2
67,14,2
78,14,2
97,27,2
72,92,2
97,36,1
53,88,1
99,55,2
47,26,2
88,58,1
88,64,1
90,6,1
17,22,1
37,89,1
28,31,1
82,11,2
77,45,2
63,7,1
28,49,1
63,16,1
57,85,1
49,81,2
5,56,1
49,90,2
40,32,1
69,77,1
10,0,1
74,3,1
61,82,1
74,12,1
51,19,1
2,14,1
0,81,2
39,63,2
31,59,2
84,62,2
41,91,2
54,70,2
95,71,1
96,36,2
89,9,1
53,74,2
23,82,2
13,47,2
59,14,1
95,98,1
88,59,1
56,88,2
1,63,1
22,95,1
5,24,1
56,97,2
9,22,1
29,0,2
9,31,2
28,44,2
65,93,2
15,74,1
26,74,2
57,89,1
27,48,1
69,63,1
26,92,1
93,2,2
73,33,2
61,77,2
0,58,1
85,7,2
39,40,2
20,36,1
54,38,1
62,42,2
20,45,2
51,23,1
13,6,1
8,89,2
32,19,1
12,50,2
51,32,2
60,99,2
52,95,1
33,91,2
35,33,2
64,78,1
70,9,2
4,73,1
65,43,1
28,3,1
56,74,1
37,70,2
99,54,2
92,15,1
36,25,1
77,26,2
37,79,2
56,92,1
99,63,1
3,86,2
82,1,2
22,99,1
46,66,1
61,27,1
57,75,2
38,71,1
81,14,1
27,43,1
73,10,1
80,58,2
19,39,2
90,81,1
85,98,1
39,17,1
80,67,1
42,50,1
11,44,2
82,95,1
93,6,1
75,65,1
83,78,2
72,50,2
0,80,1
23,45,2
83,96,2
44,77,1
96,26,2
75,92,2
94,96,2
33,86,2
16,15,1
1,26,2
24,28,2
10,93,2
25,82,2
65,29,1
88,31,2
53,73,1
36,11,2
65,47,1
16,42,1
17,7,2
88,49,2
37,74,1
9,3,2
22,85,1
17,16,1
69,17,1
38,39,1
9,12,1
45,96,1
46,61,2
69,26,2
3,90,1
56,96,2
76,65,1
92,37,2
7,60,1
58,44,1
80,44,1
7,69,1
8,34,1
81,18,2
80,53,1
39,21,2
7,87,2
19,52,1
12,13,2
71,99,2
31,26,1
94,64,2
29,93,2
74,6,1
12,22,2
63,95,2
91,86,2
66,11,1
11,75,1
72,54,1
1,12,2
87,52,2
72,63,2
45,46,1
75,96,1
53,59,1
65,24,2
44,90,2
56,64,2
47,6,1
57,47,2
97,83,1
14,76,1
77,25,1
50,8,1
22,89,1
57,56,1
15,50,2
50,17,1
38,52,2
67,88,1
42,13,1
55,95,2
61,26,2
78,97,1
7,55,1
42,22,1
61,44,1
11,25,1
90,80,1
31,3,2
90,89,1
31,12,1
29,79,2
12,8,2
74,1,1
85,1,2
12,17,2
4,13,1
11,61,2
41,62,2
83,77,2
94,77,2
52,71,1
24,0,1
87,38,2
10,65,1
44,67,2
95,51,2
13,9,2
24,9,2
44,76,2
96,25,2
75,82,1
93,90,2
74,86,1
57,15,1
1,25,1
76,28,1
44,94,2
56,59,1
57,24,2
2,88,1
3,53,1
85,95,1
32,98,2
77,11,2
56,77,2
92,9,1
77,20,1
5,13,2
7,32,2
98,52,2
67,83,1
15,54,1
90,57,1
47,86,2
8,15,2
15,63,2
90,75,2
11,20,2
83,36,1
8,42,2
83,45,2
12,3,2
82,89,1
95,19,1
33,53,1
53,31,1
33,62,1
24,4,2
93,76,2
41,84,2
53,49,2
65,14,1
53,58,2
74,90,1
68,19,2
14,48,1
15,22,1
49,24,2
57,37,1
58,2,2
80,2,2
15,31,1
37,49,2
49,42,2
59,74,1
19,1,1
42,3,1
50,16,2
47,81,1
67,96,1
61,25,1
0,6,1
7,54,2
47,90,1
78,96,1
91,35,2
42,30,2
48,64,2
5,93,1
17,95,1
40,60,2
8,37,2
9,91,1
82,66,1
63,71,2
41,34,2
6,76,2
4,3,2
95,23,2
95,32,2
34,13,1
73,93,2
34,22,2
76,0,1
64,44,2
44,75,1
74,85,2
14,43,2
51,92,1
68,23,2
43,88,1
77,1,2
13,93,1
24,93,2
26,44,2
17,63,2
7,40,1
28,81,1
91,30,1
19,23,1
6,53,1
9,86,2
17,99,2
75,31,1
31,6,1
72,7,2
29,73,1
6,80,2
23,11,2
44,43,1
62,79,2
73,88,1
96,1,2
37,13,2
65,4,2
2,64,1
25,66,2
37,31,2
23,96,2
57,9,2
97,45,2
49,5,2
74,89,2
98,19,2
3,47,2
51,96,1
24,79,1
14,56,2
