Source,Destination,Capacity
101,184,21
109,45,31
94,145,31
129,23,39
166,170,37
70,53,17
84,137,45
16,82,43
75,168,1
15,37,46
18,42,22
125,25,12
178,180,31
10,187,13
71,54,18
170,176,5
76,132,31
197,13,40
114,15,49
25,23,32
198,94,30
10,43,3
18,163,14
148,13,44
193,164,36
45,37,20
46,2,15
32,67,21
51,80,26
95,123,15
167,148,32
172,77,2
173,42,25
144,15,13
56,131,41
63,27,20
162,69,43
139,165,40
92,90,37
3,161,30
197,26,37
55,171,8
62,67,11
120,188,17
133,127,20
152,140,34
64,27,17
101,174,4
120,44,8
112,189,16
72,116,46
24,76,22
184,65,23
150,72,28
33,161,48
147,146,8
173,55,21
57,109,32
104,41,5
187,75,3
92,103,1
52,30,2
158,48,40
90,142,8
101,151,24
81,93,11
127,60,14
74,54,40
120,21,12
139,34,26
112,166,22
57,1,49
130,71,35
35,62,32
15,4,32
41,142,26
26,13,47
118,96,34
37,108,23
65,90,18
136,150,49
28,59,6
147,159,1
32,178,47
37,144,3
152,94,25
43,187,14
141,121,23
74,31,40
119,182,28
192,23,11
28,180,23
54,89,2
169,39,25
33,115,7
66,63,13
52,128,31
17,27,45
190,98,48
117,114,9
33,151,14
185,19,24
75,4,13
176,56,50
27,76,31
179,61,47
198,74,49
122,84,16
60,109,42
165,162,29
85,53,1
112,156,1
63,151,6
50,181,13
43,56,40
130,61,38
84,94,31
103,107,25
115,161,22
127,135,41
47,26,29
187,186,21
39,171,33
108,158,37
182,107,1
169,137,26
80,59,24
195,46,23
67,126,35
32,168,12
152,84,30
125,67,17
110,87,39
169,173,23
108,14,14
81,60,6
13,191,35
19,85,6
69,171,7
168,64,4
96,45,18
53,83,45
159,101,36
47,39,27
88,77,22
187,199,8
132,83,38
130,159,13
149,172,23
176,46,45
27,66,21
172,155,22
47,160,43
13,24,45
38,197,43
187,176,14
194,35,34
199,150,19
165,8,31
17,30,50
49,62,6
103,182,49
68,75,37
7,65,15
6,20,41
64,190,22
156,44,32
28,124,4
7,101,18
47,137,3
161,159,6
5,140,31
193,111,41
31,49,30
72,50,1
177,103,22
16,6,19
15,190,10
81,135,47
107,44,11
53,73,19
172,24,32
69,17,43
11,192,2
31,170,43
192,124,46
149,162,25
190,163,8
169,140,18
67,129,20
126,178,24
4,189,37
125,70,9
68,173,19
40,111,25
132,194,32
166,107,33
118,30,5
124,110,8
171,42,2
35,32,28
189,90,35
156,142,14
14,58,30
187,166,15
194,25,34
31,147,19
186,170,34
83,194,44
18,64,41
132,86,44
179,18,43
119,116,18
198,31,48
31,3,19
102,63,32
95,24,29
194,146,44
114,37,25
151,184,17
185,97,43
152,149,39
77,155,18
147,70,36
179,139,16
145,146,42
192,78,16
3,62,39
68,42,22
32,125,37
58,34,18
28,91,33
62,4,44
153,122,19
114,14,35
146,83,7
92,112,35
111,125,39
112,90,49
191,5,5
151,161,33
197,48,23
18,162,26
125,145,26
3,39,27
102,161,45
129,35,6
141,9,38
192,91,43
138,120,41
144,14,43
49,42,7
84,149,27
147,168,47
179,8,25
159,179,21
10,199,37
136,195,25
175,123,17
40,78,21
62,102,31
27,144,12
23,110,27
97,59,22
130,93,14
183,19,27
67,73,31
167,160,9
23,146,2
64,147,41
84,162,27
90,56,32
142,103,44
134,99,36
25,192,45
11,28,13
186,29,9
3,173,44
64,3,25
75,49,3
61,114,42
18,152,37
188,75,2
164,126,23
42,137,14
102,151,42
103,116,16
74,89,6
18,8,4
78,59,28
178,146,25
98,37,3
90,33,22
75,170,15
182,116,18
94,3,20
99,118,41
57,121,25
9,81,3
163,139,42
129,146,48
139,190,13
196,172,10
48,157,1
81,105,22
14,15,40
129,2,5
18,165,42
74,66,46
122,106,35
3,42,3
176,199,30
118,108,38
64,137,43
10,166,18
144,17,27
91,11,38
75,3,9
128,158,25
34,151,9
167,6,30
128,14,46
141,133,31
132,164,18
120,10,43
51,59,19
110,145,12
28,192,47
163,8,2
109,37,44
54,101,7
106,111,6
13,69,18
86,53,25
44,136,10
178,136,43
135,174,48
188,186,9
139,144,25
51,180,31
158,14,46
63,42,18
9,71,41
161,168,17
159,15,4
70,166,9
17,160,35
191,47,24
137,76,3
168,63,9
73,91,42
112,168,9
143,155,31
136,116,5
28,25,4
173,34,23
39,183,8
45,114,34
65,92,23
10,156,15
109,135,32
135,7,33
66,173,14
100,86,43
146,53,13
5,77,33
52,9,49
166,31,48
164,70,5
115,65,8
101,130,2
19,97,25
111,180,27
23,67,35
80,192,3
156,187,2
22,107,22
68,74,38
40,12,48
194,70,29
14,139,8
169,162,15
181,136,2
86,164,23
185,106,13
42,94,8
43,22,9
128,17,15
5,175,33
11,106,22
106,78,25
32,49,49
118,52,44
135,141,9
187,188,11
25,126,34
49,74,10
54,189,39
27,55,40
59,124,23
32,170,22
152,86,13
130,184,31
156,56,21
40,110,45
160,26,38
30,96,29
189,89,23
107,56,34
153,23,19
179,161,4
99,52,23
64,94,18
70,25,42
156,177,26
136,119,47
68,64,35
32,147,18
151,98,1
24,143,11
168,187,2
169,152,20
8,55,8
122,40,30
27,68,35
39,42,6
70,146,49
32,3,35
138,21,17
189,66,17
169,8,7
66,32,22
42,169,15
189,102,16
108,114,33
47,18,41
162,5,23
132,62,5
112,4,18
56,103,23
84,171,33
49,64,26
15,71,41
152,76,48
130,174,23
90,101,19
102,75,38
183,149,45
8,68,4
11,73,16
126,23,9
4,34,46
77,167,17
184,1,19
69,163,34
18,197,31
179,151,11
117,96,19
163,63,25
129,70,27
61,15,40
80,28,12
139,114,49
192,126,13
130,151,10
190,165,24
181,116,50
73,25,13
71,101,5
83,75,42
33,74,9
126,36,14
135,121,14
68,31,46
25,106,25
125,193,45
23,145,36
178,168,38
89,90,28
14,96,4
121,79,37
4,168,23
174,54,45
72,186,11
193,67,41
68,152,7
88,167,31
112,115,3
164,125,1
190,34,28
163,17,39
81,127,35
113,196,39
77,13,43
108,117,31
140,69,22
44,181,49
10,188,10
130,141,21
142,115,22
153,124,12
106,12,47
119,131,43
97,192,45
76,169,37
68,165,46
183,152,29
127,71,45
147,49,28
155,175,44
85,110,28
70,67,13
142,92,3
146,62,27
63,64,21
82,77,48
123,78,19
40,80,26
87,12,28
104,101,25
2,53,2
61,139,18
147,62,46
139,58,36
85,87,13
35,86,27
1,93,35
162,47,46
67,75,29
28,83,4
33,198,42
21,44,28
34,163,35
33,54,44
59,192,12
165,173,45
30,128,9
171,24,21
141,1,22
113,19,22
63,198,12
184,79,29
43,103,7
48,38,47
53,153,12
85,185,3
171,145,25
131,72,32
68,132,18
103,10,16
80,106,39
6,77,11
70,178,12
90,156,16
190,14,3
136,43,30
54,90,12
173,190,3
60,133,25
106,100,24
140,13,27
86,42,21
4,89,16
29,182,39
94,162,34
15,18,30
87,123,15
65,104,43
10,168,29
2,164,3
166,43,6
89,168,34
100,183,41
179,98,10
111,192,2
28,194,25
35,53,32
1,60,6
161,49,38
126,91,45
72,120,21
104,189,5
63,8,43
117,128,42
9,37,5
101,34,45
165,55,28
112,49,9
98,114,2
177,29,39
107,199,11
188,44,34
19,86,18
173,144,42
39,64,37
91,111,42
29,136,5
162,171,24
74,58,8
100,196,2
13,48,27
63,165,8
159,102,47
197,128,44
17,18,19
87,113,21
162,27,30
134,45,34
183,86,35
74,179,26
191,26,16
136,10,42
160,38,35
139,15,6
66,31,15
180,53,5
119,186,24
94,129,27
195,181,15
153,35,2
154,0,21
179,173,45
159,115,7
136,131,28
122,196,27
188,178,49
24,155,44
198,42,11
43,168,42
35,164,39
110,78,14
175,95,45
67,153,30
19,76,2
66,8,15
24,191,25
199,43,7
191,39,47
51,28,32
154,157,7
194,193,9
146,153,32
159,92,1
105,121,15
17,8,32
176,181,36
148,82,3
191,160,30
192,125,6
131,29,27
84,183,30
163,98,29
183,76,48
66,165,19
195,50,48
141,79,44
113,97,4
79,104,48
173,147,2
31,63,29
138,46,30
124,111,22
116,107,42
34,74,26
153,25,46
147,94,10
100,19,8
39,152,1
111,28,32
26,69,48
172,123,47
198,32,27
144,61,13
49,89,7
170,199,11
85,11,19
194,183,2
5,167,34
76,47,15
135,133,9
109,81,35
27,191,50
31,161,30
132,64,13
145,183,7
152,42,14
97,106,17
98,71,24
49,66,31
27,47,4
13,149,14
144,74,10
16,154,15
111,126,12
163,173,49
101,112,40
182,186,47
100,153,35
44,72,30
177,107,7
35,23,3
61,161,6
151,54,36
2,111,12
43,112,29
102,198,34
22,89,43
94,194,21
126,146,39
152,55,14
178,193,35
89,115,36
50,44,38
101,89,18
102,54,48
60,57,36
174,79,43
112,104,36
123,113,50
84,42,16
130,9,24
182,199,25
195,138,39
1,7,49
60,93,13
13,18,2
163,42,14
109,71,25
15,27,3
121,45,25
85,122,8
5,13,13
191,140,9
152,32,43
178,170,3
89,92,17
103,176,28
167,197,2
18,68,45
59,106,50
72,188,10
46,136,36
125,51,46
119,120,40
22,187,17
84,19,2
178,62,49
124,91,38
16,0,16
189,71,17
61,151,36
33,89,33
34,54,31
25,85,30
86,64,47
23,124,20
51,106,20
43,102,41
49,33,22
163,55,48
84,140,5
197,160,12
95,149,49
96,114,24
1,105,49
181,72,15
4,147,32
125,28,3
165,64,23
83,31,11
101,79,22
136,186,34
54,4,22
95,5,4
153,126,28
148,160,14
132,152,19
4,3,41
98,159,17
148,16,13
62,129,36
22,56,22
108,96,20
166,186,48
193,23,41
144,18,25
71,34,12
110,25,12
107,136,18
158,38,41
136,199,29
68,144,37
103,22,34
33,43,43
34,8,21
125,126,24
30,117,33
171,13,50
28,193,19
22,33,14
193,180,42
32,83,49
36,53,11
101,33,12
173,58,25
193,36,27
136,176,33
40,59,26
100,110,18
44,29,33
62,83,19
22,10,32
148,6,24
139,37,3
86,31,34
17,197,27
54,115,49
196,19,36
162,26,35
66,89,7
106,125,28
86,67,41
184,81,4
144,8,46
16,88,33
170,146,6
189,159,36
100,87,17
166,32,8
170,2,10
14,163,30
120,181,50
26,137,35
122,110,34
67,31,45
193,170,33
112,182,39
24,69,8
161,74,47
48,17,46
162,39,3
146,31,46
5,55,12
199,186,13
71,37,25
111,73,44
63,33,27
116,188,37
168,198,20
80,85,21
146,67,9
110,113,22
116,44,38
135,57,13
136,22,16
122,87,26
128,18,3
146,152,21
139,27,5
125,129,39
112,159,9
82,167,35
69,197,14
181,29,47
4,104,44
190,114,38
127,174,4
14,117,8
48,30,9
74,168,47
128,139,16
154,48,37
194,84,27
45,141,27
89,147,20
124,25,17
176,72,1
162,137,6
181,150,35
188,46,2
70,170,46
31,62,48
145,84,2
51,40,46
168,67,23
126,70,46
124,146,13
136,120,35
73,180,22
179,198,27
185,12,20
124,2,3
27,69,8
73,36,31
150,176,41
83,86,28
62,63,9
7,127,21
108,30,48
48,128,9
66,33,31
130,54,17
27,190,33
52,134,26
126,83,7
173,15,15
119,44,23
48,20,36
73,193,7
4,179,3
32,161,19
79,93,27
104,37,49
55,144,27
19,78,47
46,181,43
102,112,25
92,184,9
119,21,41
77,24,2
62,161,21
8,190,31
163,64,8
109,93,8
127,141,4
194,51,21
199,166,49
191,162,32
111,53,30
151,89,31
137,191,49
164,28,24
143,5,48
26,94,1
67,132,20
141,81,29
125,73,9
193,91,41
185,87,23
191,18,12
90,115,24
131,116,13
102,89,40
129,192,26
41,79,34
177,119,43
24,26,25
64,62,13
190,58,41
41,115,14
134,14,9
74,112,25
179,165,17
125,194,27
66,144,35
6,13,50
144,63,30
71,79,4
190,179,22
82,88,1
102,66,2
107,181,3
74,4,23
125,86,36
185,100,6
28,153,31
175,172,32
41,92,22
87,59,48
60,105,24
73,124,9
195,150,6
4,61,31
199,120,49
145,149,13
124,126,17
94,183,12
168,132,19
34,89,7
160,128,2
20,154,49
132,66,8
151,79,13
58,37,6
49,68,14
89,104,25
149,155,8
150,120,19
176,29,29
153,125,27
179,34,4
138,2,9
22,199,45
175,149,47
92,151,44
152,165,5
158,96,16
159,61,45
198,132,31
49,189,25
130,34,4
35,25,23
76,26,10
74,102,7
140,47,3
85,111,27
97,85,5
20,167,30
27,26,4
4,159,32
164,31,4
35,146,8
36,111,2
29,72,18
114,30,14
65,174,35
38,157,16
31,32,7
104,102,17
35,2,36
187,136,48
147,63,46
38,13,37
83,164,19
76,39,23
74,115,16
166,198,41
78,85,17
98,63,4
170,168,41
182,142,32
20,0,14
125,53,18
171,169,7
137,27,21
163,165,24
22,189,9
194,152,14
72,46,18
98,184,22
104,115,47
64,42,20
164,129,24
2,67,15
101,189,46
114,128,35
93,105,13
89,71,36
121,60,34
59,85,42
118,134,26
22,166,11
136,188,41
100,122,3
20,13,50
52,45,34
166,67,19
104,92,42
105,57,37
124,70,34
130,1,19
115,101,43
15,163,20
196,175,24
135,79,6
145,129,37
51,85,21
166,188,15
64,140,15
184,93,42
56,136,30
19,25,26
186,22,36
63,68,49
3,166,22
109,184,31
116,43,19
26,149,35
187,103,21
19,110,41
78,196,24
152,145,40
64,32,50
156,115,49
149,76,36
54,104,27
94,140,49
114,118,20
132,23,37
89,61,4
33,166,18
172,95,23
100,76,27
2,178,37
22,156,33
83,23,28
94,32,40
80,97,17
67,164,7
178,31,17
108,52,25
19,123,31
146,164,45
186,120,46
192,51,33
161,63,43
153,59,1
133,1,7
186,156,39
17,55,26
116,177,18
189,161,48
34,144,42
165,69,47
158,30,15
198,66,46
164,73,1
75,32,33
80,110,20
45,9,10
23,70,12
66,68,20
79,7,15
178,129,31
25,152,25
194,73,44
199,188,33
109,151,31
116,10,47
61,74,11
169,165,19
39,55,28
150,188,47
62,75,2
86,23,30
112,161,11
191,76,37
184,37,34
103,112,19
189,115,22
150,44,17
25,129,40
173,27,4
119,56,9
56,116,34
57,81,7
69,55,34
40,28,11
194,86,10
13,160,13
126,180,5
43,182,1
35,178,43
27,94,23
165,144,9
145,86,43
185,122,34
103,89,21
189,92,23
21,136,25
150,21,1
132,3,35
105,135,2
123,183,50
35,70,41
55,48,27
109,105,6
128,118,41
129,83,33
74,147,45
53,124,3
199,178,3
5,47,44
184,135,24
109,141,23
7,93,25
8,58,25
127,9,6
66,179,42
126,193,16
74,3,48
78,153,32
125,85,35
150,178,40
55,169,41
102,101,2
162,152,48
54,61,9
153,183,5
173,161,46
32,42,4
118,45,11
23,73,4
64,74,31
158,118,17
187,181,14
107,72,32
173,17,7
76,84,34
15,74,29
155,5,30
126,170,22
188,2,25
72,199,5
23,194,31
90,104,37
164,53,18
28,129,47
73,51,30
145,76,41
160,55,9
22,90,2
128,108,22
129,73,6
25,132,3
194,53,25
51,153,29
110,59,46
95,196,34
181,119,12
73,28,11
171,191,6
29,107,26
129,194,48
86,3,26
171,47,4
36,2,16
182,56,24
53,91,31
93,127,3
100,23,13
165,3,45
192,106,42
129,86,22
141,60,31
18,69,49
24,149,31
56,181,31
182,177,45
62,32,47
103,33,23
8,61,13
174,93,9
24,5,15
190,37,46
81,130,40
73,126,40
18,190,29
147,75,42
25,86,44
179,144,32
85,100,28
3,67,16
146,3,11
141,37,45
97,110,29
91,36,45
42,31,34
134,114,11
46,150,19
64,198,16
166,66,48
137,39,36
176,116,29
194,164,39
26,171,2
159,63,24
102,166,46
151,58,43
98,52,27
130,121,43
42,8,23
96,128,45
4,161,16
156,29,21
197,30,49
88,160,12
34,189,17
106,28,32
64,31,36
143,95,3
76,5,9
19,145,1
25,76,21
198,147,43
192,73,46
42,165,22
110,183,43
129,53,44
186,178,3
78,87,6
198,3,8
64,152,12
10,181,49
70,83,19
75,198,21
97,100,36
94,31,38
114,9,33
192,194,47
58,114,19
76,162,9
9,109,48
84,23,11
147,42,42
19,122,30
25,53,5
90,182,46
170,62,10
15,8,19
139,74,50
140,39,17
31,132,18
132,35,27
51,110,34
124,180,13
27,18,19
4,151,24
44,187,17
178,187,35
65,130,19
71,61,36
163,144,1
197,20,10
183,122,38
75,31,18
133,121,10
78,185,9
178,43,3
90,159,26
115,103,47
176,119,2
88,6,44
73,106,32
148,20,22
21,181,18
161,75,33
18,26,23
173,49,28
152,26,17
178,164,15
124,193,27
63,34,9
36,80,28
128,163,35
140,137,12
146,68,48
58,104,13
3,168,49
9,99,29
104,71,43
62,74,41
153,192,6
73,83,45
59,185,16
119,199,36
71,159,26
192,40,11
42,132,47
68,4,12
8,139,17
152,3,24
33,168,12
27,8,30
25,164,18
153,84,45
100,78,5
194,85,35
2,180,48
83,25,41
21,50,25
132,146,10
52,37,5
151,159,24
199,56,21
55,191,24
168,68,47
151,15,14
55,47,6
169,69,3
181,43,35
52,158,8
72,136,9
90,41,26
57,93,21
83,2,14
168,189,37
147,166,43
46,120,49
52,14,12
112,65,45
198,68,3
98,130,33
104,61,35
178,10,26
18,137,28
66,34,50
137,94,3
156,107,17
94,132,47
67,35,10
116,156,10
22,112,27
74,159,2
138,180,40
58,71,14
177,22,3
49,102,18
121,127,27
141,105,49
179,68,26
79,130,14
199,46,8
11,111,17
104,159,7
75,132,37
87,106,23
17,47,2
117,134,21
62,198,28
109,130,1
29,21,37
66,168,48
13,162,49
86,146,26
102,90,2
94,86,31
188,50,33
125,110,37
4,49,28
96,52,14
33,112,6
187,170,30
156,182,26
22,102,37
14,98,31
120,116,16
146,25,10
92,54,44
58,61,22
181,131,27
187,62,8
179,58,48
174,92,27
35,193,34
68,190,39
29,119,32
169,13,3
126,51,25
53,67,17
69,191,48
45,99,48
5,26,26
165,15,27
63,4,38
76,86,46
22,115,4
103,189,36
69,47,28
54,184,18
16,157,39
35,170,26
76,171,11
42,66,49
83,67,49
161,166,26
94,76,10
180,36,37
126,28,24
17,158,50
58,159,22
169,26,39
127,109,31
27,171,38
33,102,32
59,11,44
39,145,10
105,127,31
65,54,32
17,14,9
163,68,46
22,92,34
28,23,38
103,166,39
129,75,5
148,88,10
97,122,31
184,127,6
101,92,29
176,43,5
127,1,40
18,94,22
133,81,43
186,56,3
51,11,47
35,3,19
189,61,17
198,146,6
64,66,50
164,153,19
2,91,46
142,22,41
183,23,50
47,13,38
188,138,26
194,32,45
100,25,9
191,143,24
184,104,3
35,124,20
122,192,13
115,4,39
168,159,35
4,173,42
78,122,15
9,108,35
94,66,29
194,153,6
74,8,22
106,40,38
118,14,40
189,74,49
33,92,38
145,153,23
192,85,32
137,149,3
164,166,42
83,178,1
103,156,32
32,132,21
44,186,46
100,123,50
39,27,3
31,23,44
171,183,12
9,121,10
163,179,26
197,55,50
75,66,46
106,53,17
18,169,18
99,14,17
102,168,12
108,99,30
110,28,4
1,121,35
176,10,6
81,1,17
153,106,38
44,199,10
179,15,43
65,142,49
9,98,16
68,147,34
75,43,44
21,72,36
40,85,43
70,193,37
56,29,11
135,93,36
68,3,32
122,123,12
120,50,38
46,21,27
32,86,49
38,17,17
151,37,13
110,185,45
184,71,29
75,164,35
68,39,16
26,42,7
153,83,26
126,129,42
173,61,7
79,54,15
84,169,50
171,137,50
140,149,5
163,169,17
84,25,25
115,92,17
175,143,48
14,45,32
129,32,22
161,64,42
185,192,16
38,30,43
70,62,16
95,155,31
136,156,34
41,184,47
173,74,7
166,35,22
137,8,49
68,137,47
75,33,25
129,153,41
61,98,20
80,111,16
26,140,47
140,162,7
8,128,43
127,79,14
122,113,22
34,37,27
180,91,40
140,18,48
165,191,1
184,61,25
3,49,5
162,42,47
153,73,35
154,38,36
165,47,19
64,144,44
70,75,35
178,166,47
182,136,26
75,10,1
94,23,37
194,110,44
167,13,27
38,128,27
57,141,27
14,179,41
135,60,5
161,198,41
73,85,3
187,107,5
11,110,24
125,132,22
17,190,38
177,142,48
84,100,17
143,149,43
161,54,13
132,27,20
98,34,12
10,150,18
41,174,49
102,4,39
107,119,49
153,86,43
173,64,18
10,186,15
112,54,32
171,140,27
103,90,35
168,70,43
74,63,38
114,99,39
188,170,34
131,44,38
15,98,14
194,100,50
41,7,36
126,194,47
62,66,30
7,130,41
81,79,13
18,139,44
71,151,19
83,125,10
55,26,27
153,40,42
45,98,14
199,156,27
170,129,26
171,94,41
63,3,8
131,21,24
32,164,42
151,115,17
98,109,25
149,191,47
196,123,26
62,43,5
185,113,1
17,157,32
102,115,14
149,47,37
20,82,12
106,85,31
165,171,47
12,78,14
52,114,40
104,161,17
17,13,13
62,164,45
176,186,41
48,0,40
65,89,23
50,46,4
79,109,4
43,186,2
102,92,44
181,156,22
71,141,26
190,61,33
195,176,12
160,69,29
161,34,6
6,160,48
79,1,47
70,32,35
17,26,18
2,126,18
82,6,1
160,154,34
194,67,5
66,147,40
133,57,45
58,63,41
36,124,29
42,55,17
55,137,26
62,33,32
188,29,45
133,93,47
100,145,37
66,3,16
70,153,14
109,1,40
150,2,7
5,172,14
126,53,44
152,191,42
4,64,23
104,151,23
10,107,28
124,129,26
190,74,15
136,103,48
134,30,4
19,192,27
20,157,45
148,77,24
93,141,49
165,17,3
65,79,44
152,47,9
179,37,5
39,26,24
185,80,39
146,125,4
5,149,43
11,80,50
32,23,5
124,106,17
130,37,8
33,104,16
52,117,31
103,168,11
198,27,22
84,191,47
169,149,28
87,196,22
160,0,24
31,35,33
84,47,48
124,83,7
169,5,10
81,121,9
53,59,48
76,42,48
176,166,13
28,2,7
8,173,4
183,25,23
147,102,8
80,12,19
139,98,18
192,110,37
23,152,12
198,4,22
130,135,32
35,126,30
69,39,29
176,22,46
160,157,8
27,42,49
187,31,27
59,111,30
179,27,15
159,198,48
156,43,42
84,24,45
94,68,9
40,97,22
195,120,35
187,116,9
4,31,28
159,54,38
178,67,27
68,15,3
129,31,41
144,190,50
192,87,3
51,111,14
97,78,48
83,180,44
43,107,17
77,20,38
75,176,20
20,160,12
140,76,34
193,51,50
171,149,32
110,53,10
0,38,37
100,125,41
20,16,5
49,159,8
69,137,9
176,120,30
121,184,28
27,140,5
25,67,27
152,171,20
199,103,10
145,132,23
63,179,17
168,115,49
114,144,12
132,49,45
192,100,44
152,27,40
51,124,4
83,193,45
124,194,28
15,58,31
101,61,3
18,63,3
139,173,32
64,179,33
22,182,28
40,87,13
194,145,22
87,19,28
147,33,24
171,18,38
8,140,40
88,20,23
34,49,44
188,107,5
199,116,22
166,168,9
83,170,34
29,199,35
75,166,10
189,151,31
21,195,35
175,24,21
161,89,37
153,85,4
44,178,47
173,63,40
125,23,10
30,14,24
134,108,19
94,35,15
132,147,42
112,89,16
197,47,47
41,65,2
181,188,28
120,29,21
145,122,38
42,146,13
2,73,7
163,27,18
40,185,40
161,66,13
