Source,Destination,Capacity
9,43,8
77,70,5
92,68,26
81,31,41
60,8,28
21,26,37
50,62,1
75,6,7
6,46,26
41,13,11
19,74,1
30,74,20
50,89,32
0,70,6
44,18,48
85,19,44
39,61,4
85,28,35
19,92,47
97,2,12
2,30,24
4,49,33
0,97,9
31,66,8
13,27,34
20,75,39
54,68,42
65,55,25
89,34,24
45,86,6
47,28,43
90,8,11
99,75,32
88,84,21
99,84,4
80,43,25
65,91,33
15,72,44
21,12,38
5,58,43
68,96,16
42,44,21
79,93,41
90,93,17
21,30,4
39,29,4
80,79,44
44,4,1
11,56,9
8,69,34
62,49,47
73,49,15
19,78,40
11,74,28
20,52,46
66,19,20
83,90,48
23,48,39
94,99,31
66,28,28
52,93,49
75,95,41
84,73,3
1,29,45
67,20,33
24,49,22
36,14,13
88,52,38
87,96,9
88,61,49
99,61,35
17,19,19
65,68,6
76,68,31
22,97,34
92,31,7
3,93,42
9,24,46
58,38,3
57,82,41
27,41,3
68,91,23
81,30,6
90,97,33
62,35,8
8,64,24
20,29,20
27,77,48
54,31,31
39,42,5
8,73,15
42,75,47
63,98,14
83,67,4
75,72,18
31,47,47
11,78,43
24,8,31
83,94,6
66,85,24
11,87,45
1,15,42
87,55,23
44,84,21
97,10,3
88,29,15
99,29,18
16,22,43
34,58,47
96,51,18
35,44,45
36,9,31
64,80,15
22,74,7
37,72,2
65,54,34
60,90,21
14,79,33
49,46,50
28,23,20
68,59,7
86,95,31
48,1,28
61,20,16
15,62,2
6,4,37
59,96,43
62,3,20
8,32,39
81,16,3
82,79,4
15,89,38
11,37,3
42,52,31
31,15,26
42,61,4
93,8,12
83,62,14
73,39,42
40,91,47
19,68,28
31,33,7
60,69,34
94,62,14
20,42,19
43,7,16
83,80,6
94,89,39
87,59,11
99,24,11
84,72,22
96,37,48
45,53,39
56,53,45
87,68,37
95,72,20
88,42,42
99,42,12
1,46,39
22,78,35
57,45,44
58,10,27
99,60,34
56,89,6
69,19,41
14,83,41
67,86,50
89,86,28
86,99,44
77,41,32
61,24,41
98,91,40
8,45,39
31,19,38
83,57,17
11,59,15
29,95,17
52,60,10
21,91,47
4,20,28
63,97,15
94,75,47
4,29,10
84,49,5
95,49,22
32,20,47
16,3,45
96,23,30
25,70,43
76,17,39
64,52,50
87,54,31
95,67,27
1,23,18
10,90,13
34,66,38
68,31,6
3,60,33
80,5,20
57,58,12
86,94,17
42,6,36
15,52,25
89,90,6
80,32,19
27,26,6
79,64,25
19,22,13
30,22,50
26,70,1
11,18,9
81,15,30
30,40,17
83,43,5
39,18,20
75,39,31
63,74,6
94,52,43
71,87,48
21,77,45
6,88,8
87,31,26
95,44,14
25,56,14
60,86,27
33,69,48
56,34,17
93,83,49
33,78,5
45,43,34
2,81,2
76,30,25
99,32,16
37,48,31
86,62,33
74,97,29
92,2,5
77,13,48
46,44,15
80,9,27
3,73,15
92,11,40
78,76,39
97,89,41
67,94,48
27,21,37
71,55,4
50,32,12
39,4,10
62,6,44
8,35,22
9,89,4
84,3,46
11,31,39
91,51,17
90,86,47
54,11,33
4,1,31
52,50,46
75,52,32
29,94,30
75,61,25
10,53,48
84,39,50
95,39,15
53,33,30
24,6,2
35,6,31
44,73,28
16,2,37
45,38,7
54,96,30
3,32,15
88,18,19
99,18,30
25,78,30
64,60,50
85,92,14
32,86,13
76,34,19
43,86,11
68,30,50
89,62,37
46,39,48
18,20,9
98,40,10
15,33,32
49,35,35
79,36,30
18,29,44
70,58,8
90,45,15
59,76,14
8,3,49
61,18,9
36,83,22
30,12,46
55,96,39
91,28,13
71,59,14
71,68,16
17,97,49
75,29,36
9,93,25
48,84,35
94,60,46
60,67,8
73,86,44
41,63,50
93,64,18
62,95,18
73,95,22
76,2,35
99,4,28
34,33,50
56,33,14
74,69,41
76,11,48
74,78,10
85,78,27
51,85,25
85,96,12
68,25,14
18,6,24
15,19,21
89,57,5
24,86,42
92,1,10
35,86,31
70,53,21
78,66,1
35,95,42
97,70,25
67,75,21
61,4,43
17,74,38
8,16,35
47,96,40
9,79,49
19,25,41
69,93,42
75,24,33
60,35,12
6,73,48
41,40,11
72,18,15
95,20,42
52,49,7
64,14,35
93,50,38
25,41,40
20,84,44
37,15,6
73,99,44
88,8,26
99,8,22
10,70,42
2,66,44
76,15,29
66,69,1
12,98,27
68,11,5
93,86,23
22,53,41
85,91,18
18,1,32
3,49,19
67,52,26
51,98,14
98,30,40
32,94,15
15,23,15
55,59,12
1,88,8
67,61,23
55,68,7
28,51,17
35,99,2
36,64,26
48,29,24
71,31,47
63,27,24
18,37,38
8,2,1
36,82,27
30,11,29
17,78,50
47,91,33
29,52,30
29,61,37
69,97,49
84,6,26
53,0,45
84,15,42
62,67,35
2,25,43
25,27,28
81,89,9
37,1,30
44,49,44
85,59,4
20,88,1
51,66,39
97,33,11
37,28,28
32,62,47
3,35,46
24,67,32
70,34,35
7,5,40
98,25,43
15,18,37
32,89,28
55,54,10
36,50,40
48,15,42
99,88,30
96,92,34
63,13,13
18,23,11
24,94,7
16,90,10
28,55,14
35,94,30
83,9,25
94,9,15
11,2,19
52,3,10
21,25,3
60,16,16
92,76,6
50,79,6
84,1,41
33,17,8
25,22,47
74,45,33
25,40,41
97,19,38
54,85,35
4,75,11
37,23,33
66,68,47
55,31,30
89,33,50
24,62,21
90,7,27
26,13,40
76,81,11
89,60,16
47,54,46
70,56,44
29,24,22
92,71,39
9,64,12
48,46,11
29,42,30
33,30,1
85,31,18
8,95,44
20,60,17
2,33,1
54,71,10
22,11,5
51,47,3
93,62,22
14,7,30
32,52,17
72,88,16
59,15,23
23,92,2
88,60,46
4,88,13
16,53,20
16,62,12
18,4,26
46,72,44
76,85,7
9,32,25
5,43,41
63,12,12
57,90,40
63,21,8
9,50,25
63,30,6
83,8,41
94,8,12
50,60,28
6,44,44
80,82,43
81,56,10
62,52,40
73,52,32
25,12,45
54,48,25
62,61,39
2,19,10
20,73,18
3,2,33
66,40,10
59,1,42
72,92,40
84,94,45
23,87,37
35,52,12
95,94,48
67,32,39
35,61,22
59,28,23
53,97,45
16,57,48
17,22,18
45,93,10
59,37,40
65,71,43
88,73,9
28,31,25
6,3,21
48,18,27
68,85,7
80,50,17
76,98,24
77,63,8
15,88,14
38,90,13
73,29,30
52,6,6
61,73,10
10,0,31
80,86,26
8,67,23
19,76,50
83,79,21
30,85,38
27,98,12
11,81,34
23,46,32
75,84,18
31,59,6
4,42,43
23,55,50
24,20,16
35,20,15
35,29,11
67,9,12
53,74,6
16,34,11
87,85,36
57,53,21
76,66,26
34,97,26
56,97,33
48,4,37
80,36,46
58,45,38
69,45,7
81,19,29
79,86,46
73,15,35
7,79,13
68,98,45
15,92,25
49,94,31
19,53,46
30,53,49
8,62,18
0,58,2
42,73,36
39,49,22
66,12,29
12,41,1
8,89,34
19,89,25
66,21,42
74,25,38
85,25,4
74,34,19
52,86,34
4,46,37
66,30,24
23,59,12
86,8,35
35,24,35
96,31,27
52,95,50
72,73,46
95,84,1
24,42,39
4,73,47
59,18,31
5,10,13
9,8,40
69,22,1
3,86,26
17,30,25
3,95,49
15,60,36
15,69,33
40,13,18
15,78,41
50,45,14
79,90,3
7,83,46
83,60,38
39,35,48
74,2,47
39,44,44
85,11,28
12,27,12
73,46,20
11,71,50
20,49,9
43,14,34
87,48,43
66,25,42
84,61,47
23,54,30
52,99,14
45,60,11
2,89,35
16,33,23
57,34,34
1,44,24
88,49,35
99,49,18
34,78,20
57,43,37
56,69,24
3,72,14
76,56,17
56,78,8
17,16,13
58,17,22
69,17,9
46,61,17
92,28,12
14,90,1
38,57,13
67,93,9
57,70,5
92,37,32
76,74,3
89,93,4
49,75,15
58,53,31
19,34,35
69,53,15
61,49,5
79,94,33
8,52,42
48,88,29
82,90,5
11,48,47
73,32,43
54,28,48
84,29,24
83,64,47
94,64,41
54,37,24
94,73,12
11,66,22
23,31,14
21,98,24
83,82,16
12,40,6
64,50,11
33,81,44
16,19,35
35,32,6
76,33,13
88,35,35
44,99,17
46,29,12
1,39,25
2,93,8
88,44,33
96,48,8
17,2,45
69,3,14
65,51,49
28,11,13
68,47,31
86,83,31
26,41,9
50,8,37
57,56,43
67,79,30
37,87,14
9,16,36
67,88,46
69,30,43
98,66,23
78,97,24
8,20,37
26,77,14
28,96,48
62,9,16
11,25,44
18,73,22
20,3,26
81,22,42
79,89,34
7,82,40
71,85,48
83,50,48
19,56,45
30,56,45
84,24,30
95,24,43
48,92,44
31,30,3
6,95,34
12,26,27
84,42,20
95,42,46
75,73,49
88,3,35
99,3,12
72,49,38
35,9,7
25,63,4
87,47,13
95,60,29
52,89,19
35,18,47
46,15,41
25,81,14
65,28,42
76,28,26
87,65,32
88,39,22
66,91,4
22,66,36
68,33,26
49,29,36
80,7,30
50,3,3
61,3,6
92,18,31
14,80,15
89,83,19
69,25,21
78,92,30
69,34,14
8,15,37
26,63,28
42,35,4
83,45,48
6,72,15
39,20,37
72,35,28
6,99,10
72,44,27
96,11,1
84,46,35
22,34,21
52,84,7
34,45,29
57,10,26
25,76,11
56,45,17
49,6,13
74,81,33
85,81,23
93,94,48
68,28,46
86,64,7
32,93,15
43,93,8
46,37,45
68,37,33
78,69,30
69,11,37
98,47,49
49,42,42
79,43,7
90,43,13
7,36,14
89,78,7
50,16,9
36,90,2
30,19,24
48,55,34
59,92,44
11,15,39
63,53,13
39,6,34
11,33,33
95,32,20
6,94,31
44,48,37
87,28,46
52,61,31
72,39,42
45,22,15
56,22,14
33,66,49
1,6,45
2,60,29
44,75,17
93,80,41
57,5,25
2,69,17
99,20,33
86,50,28
2,78,19
66,81,14
38,10,25
68,23,16
35,84,39
67,64,24
24,93,19
35,93,28
15,35,40
16,89,30
67,73,2
17,63,17
91,12,46
59,78,17
82,43,18
18,49,23
17,81,2
48,59,42
11,19,49
9,86,8
75,88,31
63,66,32
20,6,26
33,25,26
64,3,10
84,18,50
95,18,23
23,11,43
25,30,31
62,79,8
81,92,13
22,15,32
34,17,48
45,17,8
56,17,1
44,61,16
22,33,16
57,0,29
99,15,25
37,31,36
97,45,15
76,22,49
38,5,26
74,89,24
13,70,20
32,83,32
85,98,40
98,28,46
