Source,Destination,Capacity
105,34,2
145,70,1
35,198,2
118,196,2
196,152,1
142,181,2
183,182,2
168,53,1
0,97,1
74,46,1
158,125,2
24,45,2
70,12,2
115,163,2
36,19,2
96,70,1
87,101,1
47,28,1
134,33,1
88,66,1
181,28,2
187,188,1
139,111,2
146,7,2
45,104,1
119,53,2
191,158,2
129,103,1
85,176,1
86,141,1
59,124,2
24,166,1
39,29,1
43,179,1
110,89,1
73,58,2
188,45,2
20,52,2
174,110,1
11,83,1
166,106,1
112,135,1
32,26,1
63,130,1
137,79,2
175,191,1
92,193,2
126,69,1
72,98,2
118,65,1
64,94,2
50,196,1
124,145,1
164,181,2
2,119,1
176,192,2
108,137,2
127,150,2
0,195,2
114,180,1
188,166,1
179,197,1
12,169,1
132,85,2
4,165,2
152,63,2
198,30,2
144,59,1
84,194,1
124,1,1
110,66,1
55,130,2
88,164,1
18,99,2
165,118,2
70,146,1
185,96,2
63,107,2
77,154,2
130,17,2
183,172,2
169,8,1
121,197,1
1,15,2
187,142,2
153,0,1
112,148,2
186,97,1
64,71,2
10,100,1
164,158,1
36,9,2
163,50,2
128,92,2
187,178,1
19,185,1
154,1,2
11,181,2
85,130,2
30,194,2
111,39,1
98,69,2
117,119,1
14,106,1
15,71,2
7,67,2
20,186,2
195,38,1
67,118,2
13,147,2
141,67,1
132,98,1
181,103,2
161,125,1
39,19,2
125,59,1
43,169,1
56,188,2
144,72,1
150,152,1
101,110,2
103,40,2
162,126,1
95,36,2
0,64,2
114,49,1
11,73,1
23,47,1
83,98,2
170,66,1
115,130,1
190,44,2
128,69,2
33,97,1
199,129,1
46,36,2
144,193,2
10,113,1
137,154,1
157,132,2
102,196,2
194,50,2
195,15,1
140,79,1
27,22,1
72,173,1
71,65,2
170,187,1
28,103,1
87,189,2
88,154,1
99,163,2
93,3,1
5,119,1
60,55,1
125,72,1
30,63,1
185,86,1
177,82,2
138,11,2
77,144,2
68,175,1
130,7,2
15,169,1
149,20,2
189,56,1
135,85,1
81,114,2
129,191,1
195,136,1
132,196,1
126,36,1
99,19,2
167,74,1
199,106,2
65,26,2
3,51,1
62,137,1
68,31,1
182,53,2
81,150,2
127,117,2
133,197,1
179,164,2
85,120,1
145,171,1
151,65,2
57,58,1
83,196,1
197,181,2
49,54,2
123,3,1
96,135,2
114,183,1
8,22,1
33,195,2
27,35,2
187,24,1
126,157,1
39,9,1
24,146,2
185,63,2
17,107,1
164,40,2
23,1,1
143,66,1
48,94,2
160,6,2
107,0,2
152,151,1
58,144,2
164,125,2
170,56,2
76,12,1
190,34,2
7,178,1
81,127,2
135,98,2
187,145,2
147,72,2
120,55,2
125,170,2
111,6,1
164,161,1
109,82,2
168,131,1
15,38,1
61,5,2
87,143,1
20,153,1
11,184,1
86,98,1
126,134,1
19,8,1
79,59,2
198,10,1
130,141,2
91,33,1
150,119,1
82,64,2
196,86,2
101,77,2
87,179,2
146,85,2
39,22,2
23,14,2
178,37,1
129,181,1
135,75,2
41,68,2
181,191,2
188,87,2
125,147,1
118,22,1
3,41,1
157,99,2
102,163,2
8,156,1
93,114,1
106,133,1
180,119,2
141,11,2
113,29,2
46,39,1
126,111,1
174,188,2
36,74,1
196,63,1
15,51,2
150,96,1
102,19,1
88,121,1
8,12,2
134,88,1
147,170,1
154,66,2
172,114,1
11,17,1
193,57,2
28,106,2
102,55,2
128,193,2
189,23,1
175,125,2
148,171,2
80,116,2
141,132,2
5,122,2
133,128,2
45,15,2
199,73,2
98,170,2
145,102,2
144,137,2
56,24,2
171,11,1
2,53,2
109,36,2
154,187,2
147,62,2
74,78,2
79,193,2
180,96,2
45,51,2
30,151,2
132,19,1
102,176,1
110,0,2
15,28,1
169,86,1
114,150,2
7,24,1
107,111,2
119,85,1
165,52,2
64,149,2
178,171,1
185,30,1
90,58,1
171,132,2
77,88,1
75,15,1
0,21,1
66,195,1
146,75,2
197,40,2
124,56,1
42,103,2
7,145,1
41,58,2
67,196,1
113,163,1
188,77,1
132,176,1
25,50,1
17,195,2
151,9,1
63,162,2
171,24,1
3,31,2
101,188,2
0,142,1
40,178,2
114,127,1
146,196,1
6,185,1
86,65,2
185,187,1
152,10,2
138,112,1
43,103,1
110,13,2
1,106,2
7,37,2
127,182,1
74,176,1
181,73,2
154,56,2
37,145,1
38,110,1
185,43,1
22,165,2
183,119,1
61,93,1
95,6,1
158,62,2
70,178,2
71,143,2
82,152,2
110,134,1
102,130,2
73,103,1
20,97,1
11,128,2
167,116,2
115,185,2
94,162,2
55,54,1
101,21,1
161,72,1
106,136,2
53,130,2
172,81,1
64,139,1
131,49,2
136,164,1
183,96,1
129,125,2
175,92,1
148,138,1
160,192,1
66,185,1
128,140,2
141,99,2
139,169,1
166,43,2
105,33,2
36,162,1
135,55,1
8,100,1
122,85,2
19,109,1
185,141,1
191,72,1
36,198,1
110,147,1
29,159,1
75,126,2
103,108,1
196,7,2
114,117,2
66,77,2
26,4,2
52,142,1
13,71,1
71,12,1
130,98,2
171,99,1
116,163,2
170,134,1
196,43,1
189,147,2
88,101,2
162,50,1
54,120,2
40,24,1
194,82,2
60,2,2
6,31,2
37,135,2
191,193,2
152,85,1
43,178,2
169,174,2
21,47,2
161,170,1
10,37,1
110,124,1
95,81,2
67,19,1
12,83,2
118,64,2
189,124,2
96,82,2
47,40,2
181,40,2
39,185,1
185,10,1
56,125,1
14,128,1
169,151,1
94,8,1
120,146,2
160,182,2
127,5,1
27,67,2
118,185,1
24,178,2
71,110,2
145,59,2
90,123,2
169,187,2
47,161,2
181,161,2
154,144,1
120,2,2
20,64,1
180,53,2
179,88,1
77,189,2
3,11,1
43,47,2
149,65,2
36,8,2
40,158,2
188,142,1
112,183,1
24,70,1
170,124,2
17,31,1
76,80,1
163,85,2
22,109,1
28,40,2
48,18,2
21,1,2
25,151,2
80,50,2
86,130,2
57,103,2
58,68,1
124,13,1
69,77,1
143,26,2
149,186,2
142,147,1
62,38,1
154,121,1
99,185,1
119,163,1
82,132,1
28,161,1
47,174,2
35,20,1
48,139,1
103,75,2
195,158,2
167,96,1
44,105,1
78,18,2
50,185,2
164,170,2
170,101,1
17,8,2
116,130,1
21,158,1
9,4,2
143,147,2
101,1,2
28,17,1
87,103,1
34,97,2
154,13,1
119,55,2
86,107,1
137,189,2
171,102,2
157,167,1
29,18,1
95,192,2
169,141,1
121,101,1
161,137,2
67,130,1
93,2,1
70,135,2
43,181,1
171,187,2
164,62,1
42,73,1
48,116,1
134,156,1
74,25,1
140,199,1
146,130,1
193,125,2
13,15,1
172,2,1
38,188,2
51,41,2
77,179,1
178,82,2
16,20,2
135,120,1
1,40,1
99,54,2
173,3,2
39,152,1
105,134,2
136,121,1
69,31,1
183,53,2
48,8,1
54,168,2
114,182,2
169,118,2
81,5,1
66,142,2
27,34,1
46,84,1
6,11,2
31,184,2
59,103,2
113,74,1
151,100,1
30,39,2
82,86,2
156,35,2
55,132,1
1,161,1
62,28,2
188,24,2
118,188,2
5,131,1
185,98,2
131,127,2
36,155,2
178,59,2
75,83,1
15,181,1
149,32,2
189,68,1
40,125,1
1,17,1
141,177,2
6,132,2
126,48,1
72,77,2
104,146,1
16,33,1
56,69,2
8,178,2
180,141,1
39,165,1
140,68,2
198,9,2
98,71,2
104,2,2
68,79,1
149,153,2
14,108,2
95,182,2
195,40,1
107,156,1
27,47,1
141,69,2
99,152,1
32,162,2
174,66,2
119,130,2
126,169,2
63,86,1
36,132,2
82,99,2
156,48,1
84,29,1
131,104,1
14,193,1
21,89,2
154,124,2
106,47,1
166,98,1
111,162,1
151,198,1
104,123,1
43,27,1
115,132,1
31,138,2
145,160,2
10,115,1
111,18,1
171,69,1
185,196,2
75,181,1
108,129,1
94,194,2
129,72,2
20,165,2
11,196,1
13,126,2
86,110,2
32,139,1
133,42,1
23,170,1
198,22,2
125,38,1
71,67,2
126,146,1
82,76,1
55,122,1
101,89,1
196,98,1
182,163,1
162,105,1
107,169,1
20,21,2
46,159,1
12,17,1
166,75,1
112,104,2
17,132,1
72,31,1
63,99,1
131,117,2
75,73,1
189,58,2
115,109,1
87,47,1
60,93,2
187,134,1
38,191,2
172,5,2
93,90,1
199,108,2
64,63,2
137,133,1
3,53,2
76,37,1
108,106,2
182,55,2
54,135,1
157,111,2
127,119,2
160,116,2
11,173,1
39,155,2
38,47,2
144,28,1
189,179,2
196,75,1
95,172,2
162,82,1
72,188,2
119,120,2
37,167,1
70,115,1
31,7,1
63,76,1
94,63,2
175,137,2
121,166,2
41,57,2
148,183,2
6,99,2
166,88,2
16,0,2
8,145,2
54,112,2
73,125,2
86,64,1
31,128,1
77,15,1
163,55,2
109,84,1
69,11,2
55,76,1
101,43,2
106,158,1
13,116,2
132,67,1
173,68,2
24,125,1
65,126,1
144,41,1
170,179,1
17,86,2
35,134,2
147,195,2
165,100,2
12,7,2
167,30,1
65,162,2
151,165,1
104,90,2
138,3,2
9,118,1
176,115,1
121,179,1
141,157,1
187,124,1
39,109,2
98,195,1
71,178,1
37,36,2
38,1,1
10,82,1
57,14,2
51,83,2
63,174,1
62,129,1
83,152,2
149,97,1
169,75,2
7,13,2
194,19,1
60,168,1
141,13,2
18,22,1
23,137,1
17,63,1
116,185,2
96,127,2
48,50,2
99,132,1
118,145,1
6,53,2
192,180,2
158,38,1
63,66,1
171,157,2
124,45,1
68,144,1
75,40,1
183,131,2
147,28,2
92,129,1
78,194,1
44,52,1
159,39,1
42,128,2
190,26,2
81,119,2
122,120,1
128,51,2
154,189,2
34,44,1
74,80,1
13,70,2
51,96,1
137,136,1
29,194,2
21,190,2
160,119,1
181,62,2
59,73,2
173,58,2
45,138,2
79,51,1
64,151,1
70,82,1
111,83,1
56,147,1
90,60,2
172,93,1
109,159,1
75,17,2
88,136,2
129,137,2
120,168,2
80,95,1
67,162,2
33,20,1
52,33,1
72,11,2
186,33,1
123,93,1
101,154,1
175,140,2
7,147,1
81,96,2
154,166,2
34,21,1
148,6,2
179,110,1
17,197,2
131,182,1
184,45,2
43,69,2
75,138,1
143,156,1
14,42,1
15,7,1
169,65,2
95,116,1
160,96,1
106,125,2
26,16,1
12,118,2
155,167,2
10,157,1
124,179,2
171,111,1
110,15,1
182,120,1
107,126,1
146,54,1
86,152,2
111,96,2
112,61,2
151,132,1
77,103,2
50,86,2
15,128,2
7,124,2
25,29,2
144,129,1
102,132,2
154,179,2
60,135,1
139,50,1
11,130,2
63,177,1
51,86,1
184,58,1
103,133,1
116,152,1
162,39,2
146,31,2
5,55,2
185,22,1
56,137,2
76,115,2
136,166,2
75,7,1
14,140,2
66,187,2
146,67,1
167,10,2
72,1,2
199,42,2
30,84,1
16,186,2
70,157,2
145,71,1
170,15,2
89,170,1
90,135,1
101,144,2
102,109,1
161,195,1
134,178,1
127,53,2
113,155,1
188,69,2
19,111,2
139,27,2
67,8,1
145,107,1
17,187,2
131,172,1
138,68,1
82,167,1
43,59,2
83,132,2
75,128,1
48,174,1
168,90,2
40,170,1
142,38,1
1,62,1
60,148,1
176,180,2
6,177,2
187,189,2
59,40,2
170,136,2
47,65,1
132,109,2
111,86,2
186,0,1
130,185,1
123,60,2
143,38,1
196,130,2
132,145,2
25,19,2
139,4,1
17,164,1
10,39,2
90,148,1
177,116,2
84,74,2
21,134,1
95,83,2
40,147,1
94,118,1
100,198,1
174,147,1
106,92,2
12,85,1
126,70,1
59,17,2
112,172,2
118,66,1
43,72,2
42,193,2
115,177,1
150,55,1
190,91,1
41,148,2
134,47,1
147,129,1
120,112,2
53,122,1
111,63,1
185,12,1
17,56,1
57,92,1
29,30,2
21,26,2
113,109,1
33,0,2
13,171,1
18,100,1
59,138,2
133,87,1
97,164,1
191,28,2
51,17,1
137,57,1
55,167,2
102,99,1
0,88,2
73,72,2
174,124,2
193,137,1
86,11,2
31,75,2
167,85,1
69,187,1
189,103,1
36,10,1
95,96,2
135,132,2
160,76,2
187,179,2
147,106,2
52,134,2
53,99,2
126,83,2
188,144,2
71,4,2
77,47,2
136,133,2
54,180,1
15,72,2
169,130,1
194,74,2
192,150,2
112,41,2
43,170,1
144,73,1
157,192,2
69,79,1
82,98,1
96,182,2
135,24,1
62,40,2
81,53,1
122,54,1
102,76,1
18,113,2
19,78,2
79,129,1
199,45,1
83,99,1
157,48,1
130,31,2
68,199,1
149,44,2
122,90,1
166,133,2
59,7,2
158,129,1
45,72,2
198,165,2
178,107,2
170,103,2
115,167,1
116,132,2
196,12,1
77,24,1
62,161,2
108,128,1
135,145,2
154,15,1
93,148,2
146,11,1
12,160,1
45,108,2
132,76,2
137,191,2
43,147,2
35,143,2
149,165,2
21,16,2
195,52,2
59,128,2
172,148,2
11,51,2
82,111,1
101,124,1
75,72,2
8,82,2
149,21,1
88,191,2
154,136,1
41,79,2
